DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN.x,ING,REC,CAR,SEC,I_HOGAR
7823784,1,1,1,1,0,0,1,313333.33333
7848961,1,1,1,1,0,0,1,1237000
7839514,1,1,1,1,0,0,1,1975000
7867631,1,1,1,1,0,0,1,366666.66667
7875429,1,1,1,1,1,0,1,325000
7906820,1,1,1,1,0,0,1,556666.66667
7819267,1,1,1,1,0,0,1,1150000
7805812,1,1,1,1,0,0,1,900000
7867239,1,1,1,1,0,0,0,811666.66667
7884885,1,1,1,1,0,0,0,1020000
7893675,1,1,1,1,1,0,1,1345000
7841931,1,1,1,1,0,0,0,735000
7833620,1,1,1,1,1,0,1,2241666.6667
7823603,1,1,1,1,0,0,1,2117172
7862741,1,1,1,1,0,0,1,1237750
7821732,1,1,1,1,0,0,1,978333.33333
7795566,1,1,1,1,0,0,1,595000
7876587,1,1,1,1,0,0,1,1460000
7872512,1,1,1,1,0,0,1,1605000
7855378,1,1,1,1,0,0,1,1330000
7890806,1,1,1,1,0,0,1,1850000
7864028,1,1,1,1,0,0,1,350000
7905959,1,1,1,1,0,0,0,550000
7820015,1,1,1,1,1,0,0,430000
7864174,1,1,1,1,0,0,0,333333.33333
7890794,1,1,1,1,0,0,1,695000
7790788,1,1,1,1,0,0,1,166666.66667
7793507,1,1,1,1,0,0,1,1750000
7803963,1,1,1,1,0,0,1,456666.66667
7839343,1,1,1,1,0,0,1,500000
7880589,1,1,1,1,0,0,0,750000
7883401,1,1,1,1,0,0,1,140000
7832109,1,1,1,1,0,0,1,1946666.6667
7898558,1,1,1,1,0,0,1,823333.33333
7837565,1,1,1,1,0,0,1,1510000
7895888,1,1,1,1,0,0,1,1600000
7791863,1,1,1,1,0,0,1,1110000
7838979,1,1,1,1,0,0,1,1493000
7857930,1,1,1,1,0,0,1,1065000
7820171,1,1,1,1,0,0,1,2541666.6667
7828973,1,1,1,1,0,0,1,1233333.3333
7848724,1,1,1,1,0,0,1,2450000
7826442,1,1,1,1,0,0,1,541666.66667
7842108,1,1,1,1,0,0,1,600000
7792984,1,1,1,1,0,0,0,847500
7819684,1,1,1,1,0,0,0,1366666.6667
7838721,1,1,1,1,0,0,1,500000
7865229,1,1,1,1,0,0,1,500000
7840545,1,1,1,1,0,0,0,805000
7905979,1,1,1,1,0,0,1,1112500
7812372,1,1,1,1,0,0,1,950000
7886532,1,1,1,1,0,0,1,2317500
7886260,1,1,1,1,1,0,1,1800000
7789047,1,1,1,1,0,0,1,229166.66667
7829406,1,1,1,1,0,0,1,800000
7871884,1,1,1,1,0,0,0,1575000
7833542,1,1,1,1,0,0,1,670000
7818561,1,1,1,1,0,0,1,1120000
7795193,1,1,1,1,0,0,0,880833.33333
7875878,1,1,1,1,0,0,0,533333.33333
7817594,1,1,1,1,0,0,1,308333.33333
7795668,1,1,1,1,0,0,1,400000
7855448,1,1,1,1,0,0,1,2311666.6667
7883020,1,1,1,1,0,0,1,1680000
7893951,1,1,1,1,0,0,0,1487172
7813859,1,1,1,1,0,0,1,800000
7793257,1,1,1,1,0,0,0,4422833.3333
7904636,1,1,1,1,0,0,1,153333.33333
7789902,1,1,1,1,0,0,1,5750000
7831353,1,1,1,1,0,0,1,750000
7843908,1,1,1,1,0,0,1,350000
7794073,1,1,1,1,0,0,1,2420000
7841797,1,1,1,1,0,0,1,1449833.3333
7814374,1,1,1,1,0,0,1,1050000
7882961,1,1,1,1,0,0,1,330000
7853553,1,1,1,1,0,0,1,1280000
7904836,1,1,1,1,0,0,1,406666.66667
7872040,1,1,1,1,0,0,0,200000
7830925,1,1,1,1,0,0,1,1020000
7848138,1,1,1,1,0,0,1,1145000
7907713,1,1,1,1,0,0,1,2269166.6667
7878353,1,1,1,1,0,0,1,2114166.6667
7885137,1,1,1,1,0,0,0,860000
7879584,1,1,1,1,0,0,1,1785000
7899115,1,1,1,1,0,0,0,1285833.3333
7865033,1,1,1,1,0,0,0,391666.66667
7807519,1,1,1,1,0,0,1,1570000
7818775,1,1,1,1,0,0,0,825000
7861245,1,1,1,1,0,0,1,880000
7816281,1,1,1,1,0,0,1,2250000
7827941,1,1,1,1,0,0,0,670000
7798394,1,1,1,1,0,0,1,350000
7865629,1,1,1,1,0,0,1,150000
7832219,1,1,1,1,0,0,1,330000
7791265,1,1,1,1,0,0,1,1161666.6667
7788289,1,1,1,1,0,0,1,800000
7807535,1,1,1,1,0,0,0,950000
7792063,1,1,1,1,0,0,1,600000
7821032,1,1,1,1,0,0,0,412500
7815148,1,1,1,1,0,0,1,505000
7903126,1,1,1,1,0,0,1,466666.66667
7898466,1,1,1,1,0,0,1,630000
7888315,1,1,1,1,0,0,1,567500
7812010,1,1,1,1,0,0,1,1668000
7854045,1,1,1,1,0,0,1,845000
7881067,1,1,1,1,0,0,1,950000
7895532,1,1,1,1,0,0,1,230000
7882334,1,1,1,1,0,0,1,1090000
7836515,1,1,1,1,0,0,1,1034166.6667
7873851,1,1,1,1,0,0,1,2992677.3333
7870689,1,1,1,1,0,0,1,740000
7863574,1,1,1,1,0,0,1,900000
7865885,1,1,1,1,0,0,1,20900000
7805722,1,1,1,1,0,0,1,1267500
7843536,1,1,1,1,0,0,1,3294344
7838750,1,1,1,1,0,0,1,1607500
7851136,1,1,1,1,0,0,1,1120000
7814392,1,1,1,1,0,0,1,950000
7859922,1,1,1,1,1,0,1,740000
7821346,1,1,1,1,0,0,1,500000
7805061,1,1,1,1,0,0,1,1023333.3333
7846080,1,1,1,1,1,0,1,1430000
7883391,1,1,1,1,0,0,1,950833.33333
7899746,1,1,1,1,0,0,1,360000
7856304,1,1,1,1,0,0,0,1570000
7828875,1,1,1,1,0,0,1,2400000
7874355,1,1,1,1,0,0,1,1352500
7881120,1,1,1,1,0,0,1,1356666.6667
7806813,1,1,1,1,0,0,1,60000
7836591,1,1,1,1,0,0,1,346666.66667
7870976,1,1,1,1,1,0,1,567083.33333
7837037,1,1,1,1,0,0,1,900000
7847620,1,1,1,1,0,0,1,1200000
7873338,1,1,1,1,0,0,1,1000000
7905407,1,1,1,1,0,0,0,1000000
7883587,1,1,1,1,0,0,1,134166.66667
7905742,1,1,1,1,0,0,1,900000
7872563,1,1,1,1,0,0,1,1765000
7848907,1,1,1,1,0,0,1,1174166.6667
7840115,1,1,1,1,0,0,1,376666.66667
7835149,1,1,1,1,0,0,0,7625000
7898445,1,1,1,1,0,0,1,2100000
7871074,1,1,1,1,0,0,0,1850000
7837017,1,1,1,1,0,0,1,1450000
7840218,1,1,1,1,0,0,1,3910000
7814464,1,1,1,1,0,0,1,1100000
7889165,1,1,1,1,0,0,1,920833.33333
7790885,1,1,1,1,0,0,0,1550000
7830509,1,1,1,1,0,0,1,1108333.3333
7866382,1,1,1,1,0,0,1,150000
7901145,1,1,1,1,0,0,1,700000
7796859,1,1,1,1,0,0,1,10600000
7901767,1,1,1,1,0,0,1,740000
7905398,1,1,1,1,0,0,1,895000
7804977,1,1,1,1,0,0,1,307500
7860898,1,1,1,1,0,0,0,318333.33333
7869082,1,1,1,1,0,0,1,2191666.6667
7804706,1,1,1,1,0,0,0,2441666.6667
7901210,1,1,1,1,0,1,1,5104666.6667
7802532,1,1,1,1,0,0,1,1229166.6667
7843717,1,1,1,1,0,0,0,2000000
7812949,1,1,1,1,0,0,1,725000
7850880,1,1,1,1,0,0,1,790000
7896025,1,1,1,1,0,0,1,695000
7801660,1,1,1,1,0,0,1,5290000
7841852,1,1,1,1,0,0,0,3234344
7865518,1,1,1,1,0,0,1,453333.33333
7794943,1,1,1,1,0,0,0,760000
7849286,1,1,1,1,0,0,1,1344583.3333
7845993,1,1,1,1,0,0,1,125000
7841201,1,1,1,1,0,0,0,1117500
7865080,1,1,1,1,1,0,0,1800000
7854367,1,1,1,1,0,1,1,2500000
7821384,1,1,1,1,0,0,1,550000
7815505,1,1,1,1,0,0,1,800000
7884138,1,1,1,1,0,0,1,300000
7840075,1,1,1,1,0,0,1,1320000
7884509,1,1,1,1,0,0,1,600000
7873960,1,1,1,1,0,0,1,150000
7867196,1,1,1,1,0,0,1,600000
7874040,1,1,1,1,0,0,1,2300000
7832003,1,1,1,1,0,0,1,345000
7856292,1,1,1,1,0,0,1,400000
7903383,1,1,1,1,0,0,1,368333.33333
7803711,1,1,1,1,1,0,1,665833.33333
7894433,1,1,1,1,0,0,1,1650000
7823454,1,1,1,1,0,0,1,2366666.6667
7886680,1,1,1,1,0,0,1,1255000
7788066,1,1,1,1,1,0,1,780000
7872976,1,1,1,1,0,0,1,1855172
7798823,1,1,1,1,0,0,0,2000000
7873777,1,1,1,1,0,0,0,750000
7849442,1,1,1,1,0,0,1,1402000
7882283,1,1,1,1,0,0,1,1000000
7860047,1,1,1,1,0,0,1,3520000
7820591,1,1,1,1,0,0,1,1090000
7811819,1,1,1,1,0,0,0,580000
7844191,1,1,1,1,0,0,0,250000
7890441,1,1,1,1,0,0,1,1383500
7805491,1,1,1,1,1,0,0,1100000
7793737,1,1,1,1,0,0,0,881666.66667
7845203,1,1,1,1,0,0,1,1930000
7866690,1,1,1,1,0,0,1,1340000
7872671,1,1,1,1,0,0,1,186666.66667
7801757,1,1,1,1,0,0,1,1341666.6667
7795957,1,1,1,1,0,0,1,2944166.6667
7906007,1,1,1,1,0,0,1,780000
7882514,1,1,1,1,0,0,1,2313333.3333
7809146,1,1,1,1,1,1,1,3200000
7834628,1,1,1,1,0,0,1,1183333.3333
7830758,1,1,1,1,0,0,1,150000
7895769,1,1,1,1,0,0,1,1939000
7796229,1,1,1,1,0,0,1,1716666.6667
7893710,1,1,1,1,0,0,1,460000
7874819,2,1,2,1,0,0,1,865000
7851077,1,1,1,1,0,0,1,280000
7906514,1,1,1,1,0,0,1,450000
7815794,1,1,1,1,0,0,1,1100000
7887083,1,1,1,1,0,0,1,225000
7801909,1,1,1,1,0,0,0,930833.33333
7795865,1,1,1,1,0,0,1,1270000
7857119,1,1,1,1,0,0,1,930000
7878792,1,1,1,1,0,0,0,1200000
7819181,1,1,1,1,0,0,0,553333.33333
7792387,1,1,1,1,0,0,1,900000
7870500,1,1,1,1,0,0,1,620000
7851411,1,1,1,1,0,0,0,111666.66667
7909832,1,1,1,1,0,0,1,225000
7878319,1,1,1,1,0,0,0,1865333.3333
7791361,1,1,1,1,0,0,1,1500000
7835853,1,1,1,1,0,0,0,377500
7829516,1,1,1,1,0,0,1,438333.33333
7902654,1,1,1,1,0,0,1,1700000
7862534,1,1,1,1,0,0,1,1586250
7852732,1,1,1,1,0,0,1,315000
7795882,1,1,1,1,1,0,1,700000
7804387,1,1,1,1,0,0,1,865000
7898126,1,1,1,1,0,0,0,1041666.6667
7887320,1,1,1,1,0,0,1,1300000
7831232,1,1,1,1,0,0,1,1250000
7851657,1,1,1,1,0,0,1,2483750
7876660,1,1,1,1,0,0,1,298333.33333
7879014,1,1,1,1,0,0,1,630000
7831043,1,1,1,1,0,0,1,1408333.3333
7905679,1,1,1,1,0,0,1,750000
7825105,1,1,1,1,0,0,1,850000
7815575,1,1,1,1,0,0,1,2042250
7861406,1,1,1,1,1,0,0,1050000
7808617,1,1,1,1,0,0,1,1380000
7905650,1,1,1,1,0,0,1,1475000
7900165,1,1,1,1,0,0,1,93333.333333
7862909,1,1,1,1,0,0,1,1865166.6667
7847754,1,1,1,1,0,0,1,91666.666667
7788861,1,1,1,1,0,0,1,1050000
7820356,1,1,1,1,1,0,1,100000
7870844,1,1,1,1,0,1,1,5410000
7890231,1,1,1,1,0,0,1,140000
7889864,1,1,1,1,0,0,1,1750000
7816204,1,1,1,1,0,0,1,525000
7839217,1,1,1,1,0,0,0,2379500
7873995,1,1,1,1,0,0,1,400000
7862002,1,1,1,1,0,0,0,1480000
7894938,1,1,1,1,0,0,1,1083333.3333
7835762,1,1,1,1,0,0,1,1318333.3333
7901378,1,1,1,1,0,0,1,1100000
7863714,1,1,1,1,0,0,1,715000
7829766,1,1,1,1,0,0,1,2425000
7809393,1,1,1,1,1,0,0,1120000
7848698,1,1,1,1,0,0,1,500000
7897188,1,1,1,1,0,0,1,180000
7849453,1,1,1,1,0,0,0,866666.66667
7900833,1,1,1,1,0,0,1,900000
7893936,1,1,1,1,0,1,1,1100000
7842003,1,1,1,1,0,0,1,1230000
7890705,1,1,1,1,0,0,1,550000
7901796,1,1,1,1,0,0,1,950000
7819296,1,1,1,1,0,0,1,2241666.6667
7836200,1,1,1,1,0,0,0,1825505.3333
7898969,1,1,1,1,0,0,1,1170000
7863360,1,1,1,1,0,1,1,1530000
7801619,1,1,1,1,0,0,0,316666.66667
7831478,1,1,1,1,0,0,1,1100000
7908705,1,1,1,1,0,0,1,1800000
7897029,1,1,1,1,0,0,1,800000
7873256,1,1,1,1,0,0,1,2480000
7802362,1,1,1,1,0,0,1,1583666.6667
7840874,1,1,1,1,0,0,0,700000
7817712,1,1,1,1,0,0,1,700000
7828356,1,1,1,1,0,0,1,669166.66667
7821585,1,1,1,1,0,0,1,230000
7884259,1,1,1,1,0,0,0,825000
7815137,1,1,1,1,0,0,1,1959166.6667
7835174,1,1,1,1,0,0,1,941666.66667
7804147,1,1,1,1,0,0,1,1147083.3333
7889528,1,1,1,1,0,0,1,525000
7842983,1,1,1,1,0,0,1,863333.33333
7894396,1,1,1,1,0,0,0,834000
7826630,1,1,1,1,0,0,1,750000
7860168,1,1,1,1,0,0,1,1991666.6667
7877497,1,1,1,1,0,0,0,1580000
7904849,1,1,1,1,0,0,1,2351666.6667
7848553,1,1,1,1,0,0,1,1200000
7843949,1,1,1,1,0,0,1,2566666.6667
7798787,1,1,1,1,0,0,1,1567200
7868291,1,1,1,1,0,0,1,1590000
7869314,3,1,3,1,0,0,0,1875000
7796210,1,1,1,1,0,0,1,1020000
7871810,1,1,1,1,0,0,1,926666.66667
7828659,1,1,1,1,0,0,1,2585000
7797158,1,1,1,1,0,0,0,1954166.6667
7809140,1,1,1,1,0,0,1,1700000
7898331,1,1,1,1,0,0,1,1400000
7878066,1,1,1,1,0,0,1,1929833.3333
7831761,1,1,1,1,0,1,1,2200000
7827251,1,1,1,1,0,0,1,1225000
7858701,1,1,1,1,0,0,1,1220000
7794597,1,1,1,1,0,0,1,800000
7790899,1,1,1,1,0,0,1,3840000
7873839,1,1,1,1,0,0,1,770000
7822367,1,1,1,1,0,0,0,900000
7807034,1,1,1,1,0,0,1,600000
7857991,1,1,1,1,0,0,1,266666.66667
7858746,2,1,2,1,0,0,0,515000
7905154,1,1,1,1,0,0,0,450000
7820641,1,1,1,1,0,0,1,783333.33333
7854323,1,1,1,1,0,0,1,2581666.6667
7864184,1,1,1,1,0,0,1,175000
7894382,1,1,1,1,0,0,1,180000
7850860,1,1,1,1,0,0,1,230000
7793769,1,1,1,1,0,0,1,1893510.6667
7889028,1,1,1,1,0,0,1,1270000
7820044,1,1,1,1,0,0,0,1217500
7840293,1,1,1,1,0,0,1,600000
7898500,1,1,1,1,1,0,1,580000
7874063,1,1,1,1,1,0,1,541666.66667
7847669,1,1,1,1,0,0,0,650000
7849168,1,1,1,1,1,0,1,1800000
7867285,1,1,1,1,0,0,0,950000
7844974,1,1,1,1,0,0,1,1050000
7842742,1,1,1,1,1,0,1,1090000
7823577,1,1,1,1,0,0,1,200000
7843288,1,1,1,1,0,0,0,290250
7853821,1,1,1,1,0,0,1,380000
7792098,1,1,1,1,0,0,1,980000
7833452,1,1,1,1,0,0,1,768333.33333
7847577,1,1,1,1,0,0,1,722500
7894536,1,1,1,1,0,0,1,4543333.3333
7885978,1,1,1,1,0,0,1,1990833.3333
7881366,1,1,1,1,0,0,1,1715000
7910032,1,1,1,1,0,0,1,1583333.3333
7868217,1,1,1,1,0,0,1,100000
7796831,1,1,1,1,1,0,1,6975333.3333
7841844,1,1,1,1,0,0,0,1601666.6667
7821789,1,1,1,1,0,0,1,1480000
7854442,1,1,1,1,1,1,1,5275000
7838106,1,1,1,1,0,0,0,100000
7813442,1,1,1,1,0,0,1,12080000
7792260,1,1,1,1,0,0,0,1320000
7838618,1,1,1,1,0,0,1,1233333.3333
7893582,1,1,1,1,0,0,1,930000
7905698,1,1,1,1,0,0,1,1966666.6667
7841997,1,1,1,1,0,0,0,451666.66667
7902513,1,1,1,1,0,0,1,1191666.6667
7811862,1,1,1,1,0,0,1,1200000
7880586,1,1,1,1,0,0,0,810000
7819188,1,1,1,1,0,0,0,250833.33333
7892471,1,1,1,1,0,0,1,2780000
7889251,1,1,1,1,0,0,1,355000
7803563,1,1,1,1,0,0,0,450000
7844685,1,1,1,1,0,0,1,600000
7851576,1,1,1,1,0,0,1,1200000
7854275,1,1,1,1,0,0,1,850000
7868244,1,1,1,1,0,0,1,450000
7806490,1,1,1,1,0,0,1,872000
7823788,1,1,1,1,0,0,0,3350833.3333
7881858,1,1,1,1,0,0,1,1294000
7804422,1,1,1,1,0,0,1,1258333.3333
7837087,1,1,1,1,0,0,1,325000
7881916,1,1,1,1,0,0,1,510000
7888104,1,1,1,1,0,0,1,471666.66667
7877266,1,1,1,1,0,0,1,210000
7826642,1,1,1,1,0,0,0,1110000
7898140,1,1,1,1,0,0,1,2400333.3333
7880745,1,1,1,1,0,0,1,116666.66667
7816786,1,1,1,1,0,0,1,1045000
7842208,1,1,1,1,0,0,0,1174500
7827889,1,1,1,1,0,0,1,1375000
7840805,1,1,1,1,1,0,1,290000
7896490,1,1,1,1,0,0,0,500833.33333
7905667,1,1,1,1,0,0,0,133333.33333
7825797,1,1,1,1,0,1,1,1330000
7795759,1,1,1,1,0,0,0,621666.66667
7791751,1,1,1,1,0,0,0,950000
7876670,1,1,1,1,0,0,0,2317333.3333
7811493,1,1,1,1,0,0,1,700000
7870440,1,1,1,1,0,0,1,2803333.3333
7798548,1,1,1,1,1,0,1,2000000
7878054,1,1,1,1,0,0,1,246666.66667
7896690,1,1,1,1,0,0,1,1830000
7837935,1,1,1,1,0,0,1,1120000
7870378,1,1,1,1,0,0,1,450000
7841073,1,1,1,1,0,0,0,2403666.6667
7886840,1,1,1,1,0,0,1,350000
7831999,1,1,1,1,0,0,1,640000
7883962,1,1,1,1,0,0,1,375000
7876362,1,1,1,1,1,0,0,766666.66667
7796061,1,1,1,1,0,0,0,2538166.6667
7861012,1,1,1,1,0,0,1,1285000
7852258,1,1,1,1,0,0,1,700000
7789085,1,1,1,1,0,0,1,2590505.3333
7859606,1,1,1,1,0,0,1,500000
7853114,1,1,1,1,0,0,1,3960333.3333
7879710,1,1,1,1,0,0,0,1405000
7817283,1,1,1,1,0,0,1,1881666.6667
7884351,1,1,1,1,0,0,1,875000
7899256,1,1,1,1,0,1,1,248333.33333
7816232,1,1,1,1,0,0,1,1143333.3333
7878571,1,1,1,1,0,0,1,620000
7794637,1,1,1,1,0,0,0,412000
7791692,1,1,1,1,0,0,1,558333.33333
7847773,1,1,1,1,0,0,0,1200000
7790068,1,1,1,1,0,0,1,350000
7873461,1,1,1,1,0,0,1,280000
7856641,1,1,1,1,0,0,1,2340000
7853709,1,1,1,1,0,0,1,250000
7818584,1,1,1,1,0,0,1,1650000
7828347,1,1,1,1,0,0,1,233333.33333
7867461,1,1,1,1,0,0,0,558000
7876243,1,1,1,1,0,0,1,1730000
7792974,1,1,1,1,0,0,1,1350000
7814120,1,1,1,1,0,0,1,400000
7828077,1,1,1,1,0,0,1,2330000
7789414,1,1,1,1,0,0,1,891666.66667
7860930,1,1,1,1,0,0,1,710500
7893992,1,1,1,1,1,0,1,1880000
7866053,1,1,1,1,0,0,1,110000
7883217,1,1,1,1,0,0,1,790000
7868895,1,1,1,1,0,0,1,105000
7821343,1,1,1,1,0,0,1,1450000
7864494,1,1,1,1,0,0,1,750000
7886167,1,1,1,1,0,0,1,1500000
7791761,1,1,1,1,0,0,1,271666.66667
7882108,1,1,1,1,0,1,1,600000
7893445,1,1,1,1,0,0,0,2601833.3333
7905518,1,1,1,1,0,0,0,1183333.3333
7905440,1,1,1,1,1,0,1,1700000
7882818,1,1,1,1,0,0,1,780000
7905958,1,1,1,1,0,0,1,1500000
7815014,1,1,1,1,1,0,1,1352803
7859351,1,1,1,1,0,0,1,1900000
7907452,1,1,1,1,0,0,1,700000
7877214,1,1,1,1,0,0,1,291666.66667
7861427,1,1,1,1,0,0,1,1231666.6667
7873818,1,1,1,1,0,0,1,383333.33333
7858748,1,1,1,1,0,0,1,600000
7798765,1,1,1,1,0,0,1,1830000
7819512,1,1,1,1,0,0,1,1010000
7868318,1,1,1,1,0,0,1,491666.66667
7808199,1,1,1,1,0,0,1,1275000
7846554,1,1,1,1,0,0,1,494166.66667
7831793,1,1,1,1,0,0,1,2250000
7904461,1,1,1,1,0,0,1,360000
7871279,1,1,1,1,0,0,1,1376666.6667
7827563,1,1,1,1,0,0,1,1417172
7895034,1,1,1,1,0,0,1,290000
7856118,1,1,1,1,0,0,1,80000
7820341,1,1,1,1,0,0,1,300000
7893982,1,1,1,1,0,0,1,748500
7802292,1,1,1,1,0,0,1,212500
7829723,1,1,1,1,0,0,1,3043500
7812662,1,1,1,1,0,0,1,380000
7837780,1,1,1,1,0,0,1,300000
7817285,1,1,1,1,0,0,0,723333.33333
7842015,1,1,1,1,0,0,0,1230000
7871068,1,1,1,1,0,0,1,1000000
7824488,1,1,1,1,0,0,1,1595000
7856775,1,1,1,1,1,0,1,750000
7890208,1,1,1,1,0,0,1,710000
7850317,1,1,1,1,0,0,1,950000
7857693,1,1,1,1,0,0,1,1937500
7805187,1,1,1,1,0,0,1,583333.33333
7848204,1,1,1,1,0,0,1,186666.66667
7897181,1,1,1,1,0,0,1,383333.33333
7856886,1,1,1,1,0,0,1,2380000
7817472,1,1,1,1,0,0,1,1205000
7903597,1,1,1,1,0,0,1,941666.66667
7899148,1,1,1,1,0,0,0,1120833.3333
7808880,1,1,1,1,0,1,1,18505000
7789255,1,1,1,1,1,0,1,2085000
7843044,1,1,1,1,0,0,0,1083333.3333
7806909,1,1,1,1,0,0,1,2480000
7865634,1,1,1,1,0,0,1,741666.66667
7892460,1,1,1,1,0,0,0,70000
7852749,1,1,1,1,0,0,1,516666.66667
7791087,1,1,1,1,0,0,1,1050000
7888598,1,1,1,1,0,0,1,1300000
7803677,1,1,1,1,0,1,1,1308666.6667
7906857,1,1,1,1,0,0,1,1030000
7793186,1,1,1,1,0,0,1,566666.66667
7809082,1,1,1,1,0,0,1,1305000
7839707,1,1,1,1,0,0,1,133333.33333
7849215,1,1,1,1,0,0,1,1500000
7903982,1,1,1,1,0,0,1,25800000
7816266,1,1,1,1,0,0,1,245000
7838479,1,1,1,1,0,0,0,1836666.6667
7874360,1,1,1,1,0,0,0,604166.66667
7794849,1,1,1,1,0,0,1,366666.66667
7839032,1,1,1,1,0,0,1,1683333.3333
7869404,1,1,1,1,0,0,1,817500
7894907,1,1,1,1,1,1,1,13927333.333
7841949,1,1,1,1,0,0,1,1516666.6667
7819551,1,1,1,1,0,0,1,2286666.6667
7795807,1,1,1,1,0,0,1,2152200
7858065,1,1,1,1,0,0,1,1300000
7868650,1,1,1,1,0,0,1,900000
7840215,1,1,1,1,0,0,1,930000
7813828,1,1,1,1,0,0,1,500000
7883913,1,1,1,1,0,0,1,350000
7837449,1,1,1,1,0,0,1,1815000
7831938,1,1,1,1,0,0,0,700000
7808446,1,1,1,1,0,0,0,2500000
7863484,1,1,1,1,0,0,0,600000
7843476,1,1,1,1,0,0,1,450000
7900647,1,1,1,1,0,0,1,800000
7807233,1,1,1,1,0,0,1,575000
7891305,1,1,1,1,0,0,1,1281666.6667
7909113,1,1,1,1,0,0,1,6700000
7859499,1,1,1,1,0,0,1,2670000
7818426,1,1,1,1,0,0,0,850000
7839586,1,1,1,1,0,0,1,500000
7806754,1,1,1,1,1,0,1,4321000
7795041,1,1,1,1,0,0,1,352500
7866602,1,1,1,1,0,0,1,596666.66667
7866702,1,1,1,1,0,0,1,1300000
7847423,1,1,1,1,0,0,1,666666.66667
7805241,1,1,1,1,0,0,1,591666.66667
7863991,1,1,1,1,0,0,1,1000000
7869811,1,1,1,1,0,0,1,2500000
7889421,1,1,1,1,0,0,0,495000
7813123,1,1,1,1,0,0,1,1493333.3333
7796743,1,1,1,1,0,0,1,412500
7885062,1,1,1,1,0,0,1,550000
7845088,1,1,1,1,0,0,1,366666.66667
7804552,1,1,1,1,0,0,1,1775000
7828165,1,1,1,1,0,0,1,750000
7881317,1,1,1,1,0,0,1,850000
7807741,1,1,1,1,0,0,0,433333.33333
7805561,1,1,1,1,0,0,1,835000
7885229,1,1,1,1,0,0,1,1043333.3333
7824873,1,1,1,1,0,0,1,100000
7851338,1,1,1,1,0,0,1,3428333.3333
7813951,1,1,1,1,0,0,1,400000
7880958,1,1,1,1,0,0,1,620000
7876310,1,1,1,1,0,0,1,435000
7863538,1,1,1,1,0,0,1,871666.66667
7878714,1,1,1,1,0,0,1,448183.33333
7806064,1,1,1,1,0,0,1,213333.33333
7902279,1,1,1,1,0,0,1,250000
7842783,1,1,1,1,1,0,0,1600000
7825278,1,1,1,1,0,0,1,200000
7796754,1,1,1,1,0,0,1,661666.66667
7891781,1,1,1,1,0,0,1,660000
7814292,1,1,1,1,0,0,1,1306666.6667
7865213,1,1,1,1,0,0,1,1350000
7812123,1,1,1,1,0,0,1,900000
7828986,1,1,1,1,0,0,0,1272500
7866027,1,1,1,1,0,0,1,466666.66667
7886913,1,1,1,1,0,0,0,60000
7796398,1,1,1,1,0,0,1,375000
7896188,1,1,1,1,0,0,1,503333.33333
7808524,1,1,1,1,0,0,1,1100000
7827131,1,1,1,1,0,0,1,3400666.6667
7838756,1,1,1,1,0,0,1,1150000
7808873,1,1,1,1,0,0,1,4415000
7887862,1,1,1,1,0,0,1,320000
7791107,1,1,1,1,0,0,1,2675833.3333
7805144,1,1,1,1,0,0,1,1033333.3333
7790769,1,1,1,1,0,0,1,680000
7794777,1,1,1,1,0,0,1,280000
7848995,1,1,1,1,0,0,1,792500
7871347,1,1,1,1,0,0,1,540000
7879423,1,1,1,1,0,0,1,1100000
7895451,1,1,1,1,1,0,1,1900000
7837839,1,1,1,1,0,0,1,118333.33333
7832911,1,1,1,1,0,0,0,1450000
7832318,1,1,1,1,0,0,1,2361050
7793056,1,1,1,1,0,0,1,218666.66667
7860904,1,1,1,1,0,0,0,300000
7862431,1,1,1,1,0,0,1,120000
7903564,1,1,1,1,0,0,1,1355000
7829411,1,1,1,1,0,0,1,520000
7793893,1,1,1,1,0,0,1,600000
7896196,1,1,1,1,0,0,1,687000
7827581,1,1,1,1,0,0,0,650000
7825066,1,1,1,1,0,0,0,500000
7806886,1,1,1,1,1,0,1,200000
7888300,1,1,1,1,0,0,1,1390000
7868641,1,1,1,1,0,0,0,1200000
7834877,1,1,1,1,0,0,1,2188333.3333
7826826,1,1,1,1,0,0,1,1316666.6667
7904635,1,1,1,1,0,0,1,1895000
7839116,1,1,1,1,0,0,0,2565833.3333
7818015,1,1,1,1,0,0,1,1090000
7837163,1,1,1,1,0,0,0,150000
7794081,1,1,1,1,0,0,1,580000
7794935,1,1,1,1,0,0,1,1550000
7869770,1,1,1,1,0,0,0,600000
7907374,1,1,1,1,0,0,1,33383333.333
7861846,1,1,1,1,0,0,1,391666.66667
7856839,1,1,1,1,0,0,1,2179166.6667
7909293,1,1,1,1,0,0,1,1350333.3333
7851851,2,1,2,1,0,0,0,2815000
7893222,1,1,1,1,0,0,1,609166.66667
7863645,1,1,1,1,0,0,1,860000
7850956,1,1,1,1,0,0,0,428333.33333
7809314,1,1,1,1,0,0,1,1448000
7806719,1,1,1,1,0,0,1,840000
7838536,1,1,1,1,0,0,1,800000
7860180,1,1,1,1,0,0,1,1298500
7807055,1,1,1,1,0,0,1,858000
7881685,1,1,1,1,0,0,1,436666.66667
7794072,1,1,1,1,0,0,1,1080000
