DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN.x,ING,REC,CAR,SEC,I_HOGAR
7817297,1,1,1,2,0,0,1,956666.66667
7790900,1,1,1,2,0,0,0,5233333.3333
7819533,1,1,1,2,0,0,1,330000
7890052,1,1,1,2,0,0,1,1500000
7836514,1,1,1,2,0,0,1,2270833.3333
7789588,1,1,1,2,0,0,1,3816666.6667
7836306,1,1,1,2,0,0,1,2300500
7842677,1,1,1,2,0,1,0,5188333.3333
7860893,1,1,1,2,1,1,1,2300000
7791793,1,1,1,2,0,1,1,5150000
7901061,1,1,1,2,0,0,1,1000000
7906770,1,1,1,2,0,0,1,2000000
7801948,1,1,1,2,0,0,1,1460000
7880821,1,1,1,2,0,0,1,1100000
7839993,1,1,1,2,0,0,1,900000
7886833,1,1,1,2,0,1,1,6416666.6667
7849673,1,1,1,2,0,0,1,951666.66667
7862998,1,1,1,2,0,0,1,3708333.3333
7889373,1,1,1,2,0,0,1,483333.33333
7792232,2,1,2,2,0,0,1,4768726.6667
7853015,1,1,1,2,0,0,1,2645000
7887735,1,1,1,2,0,0,1,1500000
7850619,1,1,1,2,0,0,1,2840000
7824905,1,1,1,2,0,0,1,600000
7901117,1,1,1,2,0,0,1,1800000
7835742,1,1,1,2,1,0,1,2800000
7903875,1,1,1,2,0,1,0,16125000
7797443,1,1,1,2,0,0,1,1157000
7789649,1,1,1,2,0,0,1,1033333.3333
7883228,1,1,1,2,0,0,1,350000
7899754,1,1,1,2,0,0,1,2200000
7853395,1,1,1,2,0,1,1,2200333.3333
7812011,1,1,1,2,0,0,1,750000
7804757,1,1,1,2,1,0,1,1800000
7805451,1,1,1,2,0,0,0,950000
7827930,1,1,1,2,0,0,1,1120000
7823490,1,1,1,2,0,0,1,3600000
7854509,1,1,1,2,0,0,1,1350000
7902520,1,1,1,2,0,0,1,700000
7882653,1,1,1,2,0,1,1,6300000
7854631,1,1,1,2,0,0,1,350000
7890105,1,1,1,2,0,0,0,1300000
7833737,1,1,1,2,0,0,1,934666.66667
7791540,1,1,1,2,0,0,1,196666.66667
7902387,1,1,1,2,0,0,0,4066666.6667
7895739,1,1,1,2,0,1,1,4500000
7793483,1,1,1,2,0,0,1,2400000
7795281,1,1,1,2,0,0,1,1480000
7806587,1,1,1,2,0,0,1,166666.66667
7896329,1,1,1,2,0,0,1,1700000
7894427,1,1,1,2,0,0,1,1200000
7817742,1,1,1,2,0,0,1,871666.66667
7813096,1,1,1,2,0,0,0,1422083.3333
7897866,1,1,1,2,0,0,1,650000
7826813,1,1,1,2,0,1,1,5850000
7806828,1,1,1,2,0,0,1,1000000
7795373,1,1,1,2,0,0,1,1280000
7827238,1,1,1,2,0,0,1,2295833.3333
7866810,1,1,1,2,0,0,1,180000
7820221,1,1,1,2,0,0,1,1005833.3333
7806967,1,1,1,2,0,0,1,2093666.6667
7827462,1,1,1,2,0,0,1,350000
7885293,1,1,1,2,0,0,1,2283333.3333
7882407,1,1,1,2,0,0,1,783333.33333
7893889,1,1,1,2,1,0,1,1620000
7851605,1,1,1,2,0,1,1,5697833.3333
7863972,1,1,1,2,0,0,1,600000
7889686,1,1,1,2,0,0,1,4300000
7807710,1,1,1,2,0,0,1,1120000
7887713,1,1,1,2,0,0,1,1050000
7835588,1,1,1,2,0,0,1,913333.33333
7858464,1,1,1,2,0,1,1,3125000
7790378,2,1,2,2,0,0,1,1066666.6667
7893976,1,1,1,2,0,0,1,1795000
7890803,1,1,1,2,1,0,1,1680000
7889670,1,1,1,2,0,0,1,4176833.3333
7793948,1,1,1,2,1,0,1,1615000
7897504,1,1,1,2,0,0,1,500000
7885672,1,1,1,2,0,0,1,2200000
7905331,1,1,1,2,0,0,0,1746666.6667
7848137,1,1,1,2,0,0,1,3080000
7839096,1,1,1,2,0,0,0,1200000
7853902,1,1,1,2,0,0,1,3346110.6667
7847470,1,1,1,2,0,1,1,2600000
7802859,1,1,1,2,0,0,1,1500000
7840994,1,1,1,2,0,0,1,4380480
7900927,1,1,1,2,0,0,1,1400000
7864674,1,1,1,2,0,1,1,5824500
7829146,1,1,1,2,0,0,1,1893333.3333
7849064,1,1,1,2,0,0,1,2250000
7794648,1,1,1,2,0,0,1,1000000
7876401,1,1,1,2,0,0,1,900000
7831221,1,1,1,2,0,1,1,300000
7827658,1,1,1,2,0,0,1,2800000
7888723,1,1,1,2,0,0,1,1658333.3333
7874093,1,1,1,2,0,0,1,2950000
7903161,1,1,1,2,0,1,1,8800000
7857784,1,1,1,2,0,0,1,1300000
7797966,1,1,1,2,0,0,1,1200000
7818291,1,1,1,2,0,0,1,1700000
7895418,1,1,1,2,0,0,1,70000
7825191,1,1,1,2,0,0,1,637500
7834634,1,1,1,2,1,1,1,700000
7884998,1,1,1,2,0,0,1,1022500
7841357,2,1,2,2,0,0,1,7680000
7851027,1,1,1,2,0,1,1,1250000
7827915,1,1,1,2,0,0,1,8304166.6667
7796851,1,1,1,2,0,0,1,3300833.3333
7833196,1,1,1,2,0,0,1,1252500
7793836,1,1,1,2,0,0,1,1365166.6667
7852808,1,1,1,2,1,0,1,6058838.6667
7799096,1,1,1,2,0,0,0,1571666.6667
7902895,1,1,1,2,0,0,1,900000
7871008,1,1,1,2,0,0,1,5203333.3333
7822731,1,1,1,2,0,0,1,835000
7901615,1,1,1,2,0,0,1,2117000
7869564,1,1,1,2,0,1,0,2120000
7843073,1,1,1,2,0,0,1,66666.666667
7816653,1,1,1,2,0,0,1,2400000
7909079,1,1,1,2,1,0,1,6700000
7853760,1,1,1,2,1,1,0,3250000
7887293,1,1,1,2,0,0,1,5171666.6667
7908554,1,1,1,2,0,0,1,425000
7789275,1,1,1,2,0,0,0,950000
7791363,1,1,1,2,0,0,1,1650000
7859344,1,1,1,2,0,0,1,325000
7817172,1,1,1,2,1,0,1,960000
7839094,1,1,1,2,0,0,1,500000
7906254,1,1,1,2,0,0,1,2166666.6667
7865959,1,1,1,2,0,0,0,800000
7885682,1,1,1,2,1,0,1,466666.66667
7859497,1,1,1,2,0,0,0,990000
7822553,1,1,1,2,0,0,0,4365500
7874913,1,1,1,2,0,0,1,3000000
7876713,1,1,1,2,0,0,1,190000
7804515,1,1,1,2,0,1,0,1383333.3333
7793400,1,1,1,2,0,0,1,3625083.3333
7816670,1,1,1,2,0,0,1,1897000
7894053,1,1,1,2,0,0,1,930000
7791680,1,1,1,2,1,0,1,2000000
7868917,1,1,1,2,0,1,1,1641666.6667
7880229,1,1,1,2,0,0,1,9918200
7834768,1,1,1,2,1,0,1,2265000
7826336,1,1,1,2,0,0,1,1771833.3333
7856236,1,1,1,2,0,0,0,1283333.3333
7842689,1,1,1,2,0,0,0,3827000
7824077,1,1,1,2,0,0,1,2000000
7803039,1,1,1,2,0,0,1,1450000
7881184,1,1,1,2,0,0,1,2759000
7886673,1,1,1,2,0,0,1,120000
7831965,1,1,1,2,0,0,1,2141666.6667
7847753,1,1,1,2,0,0,1,1325000
7875017,1,1,1,2,0,0,1,2285000
7806896,1,1,1,2,0,0,1,895833.33333
7890959,1,1,1,2,0,1,1,2000000
7795127,1,1,1,2,0,0,1,1350000
7897987,1,1,1,2,0,0,1,4377666.6667
7820814,1,1,1,2,1,0,1,12226518.333
7845307,1,1,1,2,0,0,1,1060000
7820360,1,1,1,2,1,0,1,1567500
7857745,1,1,1,2,0,0,1,2207000
7862930,1,1,1,2,0,0,1,1469166.6667
7865851,1,1,1,2,0,0,1,2000000
7844564,1,1,1,2,0,0,1,2300000
7846694,1,1,1,2,1,0,1,866666.66667
7899924,1,1,1,2,0,0,1,2430000
7803175,1,1,1,2,0,0,1,950000
7894365,1,1,1,2,0,1,0,8142399.8333
7794808,1,1,1,2,0,0,1,2366666.6667
7797750,1,1,1,2,0,0,1,856666.66667
7851018,1,1,1,2,0,0,1,3266666.6667
7815432,1,1,1,2,1,1,0,1000000
7905900,1,1,1,2,0,0,1,1430000
7905605,1,1,1,2,0,0,1,2624500
7824003,1,1,1,2,0,0,1,230000
7856317,1,1,1,2,0,0,0,1265833.3333
7904877,1,1,1,2,0,0,1,1800000
7896786,1,1,1,2,0,0,1,5265000
7867777,1,1,1,2,0,0,1,1216666.6667
7897167,1,1,1,2,0,0,1,2000000
7848556,1,1,1,2,0,0,1,500000
7857508,1,1,1,2,0,0,1,1780000
7882810,1,1,1,2,0,0,1,1500000
7826436,1,1,1,2,0,0,1,1250000
7871947,1,1,1,2,0,0,1,200000
7847055,1,1,1,2,0,0,1,2636666.6667
7832448,1,1,1,2,0,0,0,1600000
7821055,1,1,1,2,0,0,1,830000
7842439,1,1,1,2,0,0,1,2550000
7850242,1,1,1,2,0,1,0,2041000
7837134,1,1,1,2,0,0,1,1600000
7903106,1,1,1,2,0,0,1,3270833.3333
7834886,1,1,1,2,0,0,1,800000
7795332,1,1,1,2,0,0,1,896000
7895713,1,1,1,2,0,1,1,4600000
7814576,1,1,1,2,0,0,1,2423166.6667
7814016,1,1,1,2,0,0,0,1000000
7827630,1,1,1,2,0,1,1,4000000
7849752,1,1,1,2,0,0,1,480000
7853595,1,1,1,2,0,0,1,1325000
7843071,1,1,1,2,0,0,1,2800000
7808991,1,1,1,2,0,0,0,6900000
7889943,1,1,1,2,0,0,1,4216666.6667
7848593,1,1,1,2,0,0,1,2083333.3333
7884592,1,1,1,2,0,0,1,4130000
7855878,1,1,1,2,0,0,1,1591666.6667
7856161,1,1,1,2,0,0,1,150000
7813484,1,1,1,2,0,0,1,850000
7817894,1,1,1,2,0,0,1,230000
7793424,1,1,1,2,0,1,1,4100000
7807620,1,1,1,2,0,0,1,1100000
7791341,1,1,1,2,0,1,0,4306666.6667
7790197,1,1,1,2,0,0,1,1140000
7837677,1,1,1,2,0,0,0,941666.66667
7859121,1,1,1,2,0,0,1,1350000
7867071,1,1,1,2,0,0,1,450000
7807041,1,1,1,2,1,0,1,862500
7817529,1,1,1,2,0,0,1,700000
7807109,1,1,1,2,0,0,1,1450333.3333
7880117,1,1,1,2,0,0,1,1600000
7792082,1,1,1,2,0,0,1,2150000
7899953,1,1,1,2,1,0,1,10980000
7857857,1,1,1,2,0,1,1,2586000
7822239,1,1,1,2,1,1,1,3300000
7893342,1,1,1,2,0,0,1,560000
7867753,1,1,1,2,0,0,1,450000
7851246,1,1,1,2,1,0,1,166666.66667
7816908,1,1,1,2,0,0,1,3735000
7828585,1,1,1,2,0,0,1,1170000
7873207,1,1,1,2,0,0,1,4283333.3333
7830522,1,1,1,2,0,0,1,291666.66667
7788879,1,1,1,2,1,0,1,2377666.6667
7878663,1,1,1,2,0,0,1,668333.33333
7794157,1,1,1,2,0,0,1,2250000
7851622,1,1,1,2,0,0,1,900000
7908532,1,1,1,2,0,0,1,2500000
7876876,1,1,1,2,0,0,1,3496666.6667
7907501,1,1,1,2,1,0,1,60000
7798315,1,1,1,2,0,0,1,2309500
7853101,1,1,1,2,0,0,1,5700000
7807740,1,1,1,2,0,0,1,897500
7840228,1,1,1,2,0,0,1,1420000
7874016,1,1,1,2,0,0,1,1557172
7825040,1,1,1,2,0,0,1,1000000
7825472,1,1,1,2,0,0,1,900000
7848861,1,1,1,2,0,0,1,780000
7837680,1,1,1,2,0,0,1,1850000
7798521,1,1,1,2,0,0,1,3033333.3333
7891187,1,1,1,2,0,1,1,13706666.667
7859188,1,1,1,2,0,1,1,2600000
7842879,1,1,1,2,0,0,1,900000
7896576,1,1,1,2,0,0,1,349293.33333
7803385,1,1,1,2,0,0,1,2455000
7801993,1,1,1,2,0,1,1,1975000
7846625,1,1,1,2,0,1,1,4200333.3333
7822503,1,1,1,2,0,0,1,1050000
7855582,1,1,1,2,0,0,1,4000000
7796377,1,1,1,2,0,0,1,2100000
7836772,1,1,1,2,0,0,1,1566666.6667
7845306,1,1,1,2,0,0,1,1300000
7885481,1,1,1,2,0,0,1,900000
7794809,1,1,1,2,0,0,0,710000
7860001,1,1,1,2,0,0,1,2633333.3333
7870820,1,1,1,2,1,0,1,2800000
7890563,1,1,1,2,0,1,1,2583333.3333
7824886,1,1,1,2,0,0,1,205000
7854894,1,1,1,2,0,0,1,1350000
7854627,1,1,1,2,0,0,1,400000
7837050,1,1,1,2,0,0,0,3300000
7835688,1,1,1,2,1,0,1,900000
7813408,1,1,1,2,0,0,0,2320000
7867215,1,1,1,2,0,0,1,1191666.6667
7855315,1,1,1,2,0,0,1,3617000
7868871,1,1,1,2,1,0,1,6870000
7872132,1,1,1,2,0,0,1,1883333.3333
7805771,1,1,1,2,0,0,1,1626666.6667
7807375,1,1,1,2,0,0,1,850000
7893309,1,1,1,2,0,0,0,246666.66667
7838157,1,1,1,2,0,0,1,200000
7841139,1,1,1,2,0,0,1,1500000
7818777,1,1,1,2,0,0,0,2358666.6667
7842029,1,1,1,2,0,0,1,3044620
7867452,1,1,1,2,0,0,1,2850000
7814446,1,1,1,2,0,1,1,6325000
7865647,1,1,1,2,0,0,1,1493592.25
7808609,1,1,1,2,0,1,1,5400000
7819520,1,1,1,2,0,0,1,1400000
7830552,1,1,1,2,0,0,1,1280000
7796037,1,1,1,2,0,0,1,1550000
7805832,1,1,1,2,0,0,0,1780541.6667
7876225,1,1,1,2,0,0,0,2826666.6667
7817443,1,1,1,2,0,0,1,3700000
7844136,1,1,1,2,0,0,1,4686712
7899869,1,1,1,2,1,1,1,3466666.6667
7816657,1,1,1,2,0,0,1,780000
7854996,1,1,1,2,0,0,1,450000
7856536,1,1,1,2,0,0,1,1632500
7790682,1,1,1,2,0,0,1,580000
7801884,1,1,1,2,0,0,1,960000
7869515,1,1,1,2,0,0,1,900000
7869332,1,1,1,2,0,0,1,2000000
7853923,1,1,1,2,0,0,1,1120000
7875277,1,1,1,2,0,0,0,3480000
7860931,1,1,1,2,0,0,1,760000
7903535,1,1,1,2,1,0,1,1300000
7830193,1,1,1,2,0,0,1,1700000
7882725,1,1,1,2,0,0,0,1250000
7823521,1,1,1,2,0,0,1,525000
7882114,1,1,1,2,0,1,1,1668333.3333
7839827,1,1,1,2,0,0,1,1550000
7811975,1,1,1,2,0,0,0,691666.66667
7818676,1,1,1,2,0,0,1,266666.66667
7832328,1,1,1,2,0,0,0,2025000
7813274,1,1,1,2,0,0,1,1230000
7790352,1,1,1,2,0,0,1,525833.33333
7795068,1,1,1,2,1,0,0,4000000
7879944,1,1,1,2,0,0,1,8962500
7827690,1,1,1,2,0,0,1,3850000
7880809,1,1,1,2,0,0,1,1800000
7835737,1,1,1,2,1,0,1,1410000
7905471,1,1,1,2,0,1,1,1000000
7871237,1,1,1,2,0,0,1,1100000
7895283,1,1,1,2,1,0,1,2083333.3333
7856716,1,1,1,2,0,0,1,1100000
7890353,1,1,1,2,0,1,1,7110000
7831047,1,1,1,2,0,0,1,1332500
7908551,1,1,1,2,0,0,1,3207083.3333
7879295,1,1,1,2,0,0,1,741666.66667
7832283,1,1,1,2,0,0,1,3500000
7867906,1,1,1,2,0,0,1,650000
7897357,1,1,1,2,0,0,1,365000
7846685,1,1,1,2,0,0,1,300000
7849080,1,1,1,2,0,0,1,1300000
7871455,1,1,1,2,0,0,1,1752500
7794470,1,1,1,2,0,0,1,1600000
7803622,1,1,1,2,0,0,1,1950000
7843432,1,1,1,2,0,0,0,1400000
7829010,1,1,1,2,0,1,1,1100000
7792862,1,1,1,2,0,0,1,480000
7797893,1,1,1,2,0,1,1,10500000
7856650,1,1,1,2,0,0,1,1175000
7850801,1,1,1,2,0,0,1,1635000
7796284,1,1,1,2,0,0,1,836666.66667
7832019,1,1,1,2,0,0,1,4208333.3333
7886052,1,1,1,2,0,0,1,885000
7859667,1,1,1,2,0,0,1,1850000
7888639,1,1,1,2,0,0,1,3500000
7848738,1,1,1,2,0,0,1,866666.66667
7854578,1,1,1,2,0,0,1,1660000
7873304,1,1,1,2,1,0,1,3101666.6667
7869335,1,1,1,2,0,0,1,1200000
7841749,1,1,1,2,0,0,1,1820833.3333
7827520,1,1,1,2,0,0,0,800000
7879793,1,1,1,2,0,0,1,1306666.6667
7849248,1,1,1,2,0,0,1,1400000
7884536,1,1,1,2,0,0,1,1700505.3333
7857850,1,1,1,2,0,0,1,2866666.6667
7823396,1,1,1,2,0,0,1,1100000
7803995,1,1,1,2,0,0,1,2250333.3333
7798102,1,1,1,2,0,0,1,800000
7869497,1,1,1,2,1,0,1,3325000
7814706,1,1,1,2,0,0,1,1550000
7905236,1,1,1,2,0,0,1,1813333.3333
7846934,1,1,1,2,0,0,1,3823333.3333
7788976,1,1,1,2,1,1,1,4550000
7888816,1,1,1,2,0,1,0,1260000
7904375,1,1,1,2,0,0,1,1050000
7869238,1,1,1,2,0,0,1,1200000
7900210,1,1,1,2,0,0,1,700000
7868838,1,1,1,2,0,0,1,2183333.3333
7884267,1,1,1,2,0,0,0,1600000
7859284,1,1,1,2,0,0,1,1000000
7803930,1,1,1,2,1,0,1,1241666.6667
7823228,1,1,1,2,0,0,1,3287500
7825084,1,1,1,2,0,0,1,833333.33333
7871941,1,1,1,2,0,0,1,1000000
7909598,1,1,1,2,0,0,1,1000000
7801675,1,1,1,2,0,0,1,1218000
7794674,1,1,1,2,0,0,0,3250000
7822630,1,1,1,2,0,0,1,1636166.6667
7818752,1,1,1,2,0,0,1,446666.66667
7807203,1,1,1,2,0,0,1,1043333.3333
7842211,1,1,1,2,0,0,1,1200000
7863775,1,1,1,2,1,0,0,1145000
7877550,1,1,1,2,0,0,1,1050000
7824881,1,1,1,2,0,0,0,1330000
7853714,1,1,1,2,0,0,1,1500000
7815211,1,1,1,2,0,0,1,3173166.6667
7859133,1,1,1,2,0,0,1,900000
7846586,2,1,2,2,0,0,1,1090000
7859919,1,1,1,2,0,0,1,4300000
7791012,1,1,1,2,1,0,1,1000000
7892862,1,1,1,2,0,1,1,1800000
7886896,1,1,1,2,0,0,1,740000
7857982,1,1,1,2,0,0,0,2416666.6667
7808554,1,1,1,2,0,0,1,2200000
7813537,1,1,1,2,0,0,1,1613333.3333
7827837,1,1,1,2,0,0,0,1300000
7910063,1,1,1,2,1,0,1,450000
7837368,1,1,1,2,0,0,1,850000
7880136,1,1,1,2,0,0,1,6086666.6667
7859662,1,1,1,2,0,0,1,960000
7791746,1,1,1,2,0,0,1,1050833.3333
7828898,1,1,1,2,0,0,1,200000
7856659,1,1,1,2,0,0,1,3141666.6667
7860794,1,1,1,2,0,0,1,1203333.3333
7894030,1,1,1,2,0,0,1,950000
7878558,1,1,1,2,0,0,1,220000
7799040,1,1,1,2,0,0,1,180000
7788427,1,1,1,2,0,0,1,1250000
7825505,1,1,1,2,0,0,0,10962083.333
7885609,1,1,1,2,0,0,1,1000000
7848003,1,1,1,2,0,0,1,2575000
7821114,1,1,1,2,0,0,1,595000
7816583,1,1,1,2,0,0,0,400000
7871729,1,1,1,2,1,0,1,2611666.6667
7802543,1,1,1,2,0,0,1,6900000
7872674,1,1,1,2,0,0,1,1220000
7836874,1,1,1,2,0,0,1,633333.33333
7895556,1,1,1,2,0,0,0,2500000
7794351,1,1,1,2,0,0,0,680000
7808431,1,1,1,2,0,0,1,117500
7854730,1,1,1,2,1,0,1,1400000
7870826,1,1,1,2,0,0,1,1466666.6667
7905745,1,1,1,2,0,0,0,4300000
7869019,1,1,1,2,0,0,1,2720833.3333
7859770,1,1,1,2,0,0,0,900000
7897732,1,1,1,2,0,0,1,900000
7794168,1,1,1,2,1,0,1,1350000
7822887,1,1,1,2,1,0,1,5004000
7797582,1,1,1,2,0,0,1,1448666.6667
7841687,1,1,1,2,1,0,1,700000
7826195,1,1,1,2,0,0,0,3600000
7892425,1,1,1,2,0,0,0,12080000
7879496,1,1,1,2,0,0,1,3750000
7795130,1,1,1,2,1,0,1,2720000
7822443,1,1,1,2,0,0,1,2450000
7904086,1,1,1,2,0,1,1,5162500
7836881,1,1,1,2,0,1,1,1713333.3333
7845931,1,1,1,2,0,1,1,2920000
7852091,1,1,1,2,0,0,1,4658333.3333
7814587,1,1,1,2,0,0,1,358333.33333
7788572,1,1,1,2,0,0,0,277500
7845494,1,1,1,2,0,0,1,4429750
7902863,1,1,1,2,0,0,1,766666.66667
7899123,1,1,1,2,0,0,1,600000
7909349,1,1,1,2,0,0,0,1950000
7861022,1,1,1,2,0,0,1,1290000
7808618,1,1,1,2,1,0,1,1450000
7824296,1,1,1,2,0,0,1,1700000
7837321,1,1,1,2,1,0,1,1250000
7862769,1,1,1,2,0,0,1,1300000
7850966,1,1,1,2,0,0,1,850000
7895631,1,1,1,2,0,0,0,550000
7860007,1,1,1,2,0,0,1,600000
7852133,1,1,1,2,0,0,1,975000
7805871,1,1,1,2,0,0,1,1600000
7827584,1,1,1,2,0,0,0,850000
7875428,1,1,1,2,0,0,1,3560000
7840847,1,1,1,2,0,0,1,2150000
7812451,1,1,1,2,0,0,0,1352500
7836868,1,1,1,2,0,0,1,2450000
7881071,1,1,1,2,0,0,1,700000
7842931,1,1,1,2,0,0,1,1375000
7903690,1,1,1,2,0,1,1,1536666.6667
7869993,1,1,1,2,0,0,1,1022500
7839654,1,1,1,2,0,0,1,900000
7829510,1,1,1,2,0,0,1,1485333.3333
7841493,1,1,1,2,0,0,1,2825000
7803455,1,1,1,2,0,0,1,1703666.6667
7901237,1,1,1,2,0,0,0,205000
7846702,1,1,1,2,0,0,0,2054500
7879634,1,1,1,2,0,0,1,1280000
7881705,1,1,1,2,1,1,1,5396666.6667
7793291,1,1,1,2,1,0,1,1700000
7890622,1,1,1,2,0,0,1,3627083.3333
7845319,1,1,1,2,0,0,1,1000000
7909289,1,1,1,2,0,0,1,1800000
7901045,1,1,1,2,0,1,0,800000
7831201,1,1,1,2,0,0,1,1750000
7889613,1,1,1,2,0,0,1,1350000
7843281,1,1,1,2,1,0,1,1130000
7825078,1,1,1,2,0,0,1,1500000
7829655,1,1,1,2,0,0,0,1640000
7843681,1,1,1,2,0,0,1,862333.33333
7867410,1,1,1,2,0,0,1,742500
7888049,1,1,1,2,0,0,1,2217172
7891632,1,1,1,2,0,0,1,1600000
7795092,1,1,1,2,0,0,1,1000000
7841808,1,1,1,2,0,0,1,250000
7884130,1,1,1,2,0,0,1,1310000
7892119,1,1,1,2,0,0,0,270000
7862531,1,1,1,2,1,0,1,301666.66667
7897347,1,1,1,2,0,0,1,500000
7793128,1,1,1,2,0,0,0,2645000
7847173,1,1,1,2,0,0,1,3410000
7802324,1,1,1,2,0,0,0,2400000
7892393,1,1,1,2,0,0,1,733333.33333
7901251,1,1,1,2,0,0,1,1395000
7882608,1,1,1,2,0,0,1,200000
7806189,1,1,1,2,0,0,1,580000
7858507,1,1,1,2,0,0,1,2490000
7831363,1,1,1,2,0,0,1,1000000
7843709,1,1,1,2,0,0,1,3141666.6667
7804007,1,1,1,2,0,0,1,75000
7818276,1,1,1,2,0,0,1,1180000
7819191,1,1,1,2,0,0,1,3100000
7848506,1,1,1,2,0,0,1,279166.66667
7907673,1,1,1,2,1,0,1,2500000
7851353,1,1,1,2,1,1,0,5408333.3333
7849373,1,1,1,2,0,0,1,88333.333333
7791530,1,1,1,2,0,0,1,511333.33333
7795136,1,1,1,2,0,0,0,2686755.3333
7882244,1,1,1,2,0,0,1,600000
7793183,1,1,1,2,0,0,1,1417000
7875843,1,1,1,2,0,0,1,610833.33333
7892658,2,1,2,2,0,0,0,2200000
7869343,1,1,1,2,0,1,1,1417000
7830886,1,1,1,2,0,0,1,216666.66667
7909180,1,1,1,2,1,0,1,230000
7837636,1,1,1,2,0,1,1,5210000
7863185,1,1,1,2,1,0,1,1345000
7822441,1,1,1,2,0,0,1,780000
7849302,1,1,1,2,0,0,1,2217500
7836913,1,1,1,2,0,0,1,965000
7896533,1,1,1,2,0,0,1,2800000
7847901,1,1,1,2,0,0,1,150000
7794687,1,1,1,2,0,0,1,1150000
7878716,1,1,1,2,0,0,1,90000
7850780,1,1,1,2,0,0,1,5000000
7799162,1,1,1,2,0,1,1,4875000
7854068,1,1,1,2,0,0,1,1200000
7813140,1,1,1,2,0,0,1,1292500
7796470,1,1,1,2,0,0,1,1500000
7816601,1,1,1,2,0,0,1,800000
7904664,1,1,1,2,1,1,1,800000
7882368,1,1,1,2,1,0,1,850000
7888798,1,1,1,2,0,0,0,1837500
7788018,1,1,1,2,0,0,1,900000
7803258,1,1,1,2,0,0,1,1703333.3333
7806867,1,1,1,2,0,0,1,1167000
7832743,1,1,1,2,0,1,1,6250000
7813562,1,1,1,2,0,1,1,2850000
7844702,1,1,1,2,0,0,1,2141666.6667
7908976,1,1,1,2,0,1,1,5840000
7891636,2,1,2,2,0,0,1,1200000
7814005,1,1,1,2,1,0,1,1700000
7830760,1,1,1,2,0,0,1,872500
7872673,1,1,1,2,0,0,1,388333.33333
7788201,1,1,1,2,0,0,1,890000
7817980,1,1,1,2,0,0,1,466666.66667
7863832,1,1,1,2,0,0,1,837500
7834482,1,1,1,2,0,0,1,950000
7799156,1,1,1,2,0,0,0,3660000
7832900,1,1,1,2,0,0,1,900000
7815543,1,1,1,2,0,0,1,595333.33333
7901147,1,1,1,2,0,0,1,915000
7878382,1,1,1,2,0,0,1,1000000
7874947,1,1,1,2,0,0,1,1176666.6667
7809278,1,1,1,2,0,0,1,4500000
7896691,1,1,1,2,0,0,1,408333.33333
7841232,1,1,1,2,1,0,0,2307500
7830858,1,1,1,2,1,0,1,1506666.6667
7836787,1,1,1,2,0,0,1,88333.333333
7900589,1,1,1,2,0,0,1,4233666.6667
7823512,1,1,1,2,0,0,1,3430000
7832057,1,1,1,2,0,0,1,3796166.6667
7829887,1,1,1,2,0,0,1,1066666.6667
7823719,1,1,1,2,0,0,1,65000
7811813,1,1,1,2,0,0,0,787666.66667
7815278,1,1,1,2,0,0,1,650000
7842755,1,1,1,2,0,0,1,1400000
7889296,1,1,1,2,0,0,1,500000
7848590,1,1,1,2,0,0,0,1860000
7893848,1,1,1,2,0,0,1,5000000
7859237,1,1,1,2,0,0,1,1166666.6667
7790277,1,1,1,2,0,0,1,1201666.6667
7788757,1,1,1,2,0,0,1,5000000
7895475,1,1,1,2,0,0,1,2172666.6667
7826078,1,1,1,2,0,0,1,2008333.3333
7852629,1,1,1,2,0,0,1,38926166.667
7822895,1,1,1,2,0,0,0,875000
7854313,1,1,1,2,0,0,1,1841666.6667
7822189,1,1,1,2,0,0,1,900000
7818225,1,1,1,2,0,0,1,1300000
7850459,1,1,1,2,0,0,1,1366666.6667
7854885,1,1,1,2,0,0,1,685000
7862662,1,1,1,2,0,0,1,1400000
7794178,1,1,1,2,1,0,1,1329166.6667
7793525,1,1,1,2,0,0,1,2017000
7807388,1,1,1,2,0,0,1,2265666.6667
7843480,1,1,1,2,0,0,1,1185000
7790442,1,1,1,2,1,0,1,6158838.6667
7838379,1,1,1,2,0,0,1,11000000
7907865,1,1,1,2,1,1,1,1766666.6667
7903435,1,1,1,2,1,0,1,4350000
7903617,1,1,1,2,1,0,1,3172000
7877670,1,1,1,2,0,0,1,3465000
7820961,1,1,1,2,0,0,1,783333.33333
7842518,1,1,1,2,1,0,1,370833.33333
7814881,1,1,1,2,0,0,1,2237500
7832277,1,1,1,2,0,0,1,500000
7875754,1,1,1,2,0,0,1,800000
7860063,1,1,1,2,0,0,1,634166.66667
7837481,1,1,1,2,0,0,1,1500000
7908279,1,1,1,2,0,0,1,2300000
7874161,1,1,1,2,0,1,1,1200000
7816338,1,1,1,2,0,0,1,1300000
7811679,1,1,1,2,0,0,1,245000
7857723,1,1,1,2,0,0,1,3716666.6667
7856270,1,1,1,2,0,0,1,1366666.6667
7882189,1,1,1,2,0,0,0,223333.33333
7859437,1,1,1,2,0,0,1,2125000
7887357,1,1,1,2,0,1,1,300000
7877031,1,1,1,2,0,0,1,1830000
7831845,1,1,1,2,1,0,1,10060000
7904120,1,1,1,2,0,0,1,518333.33333
