"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","ING","REC","CAR","SEC","I_HOGAR"
"1","7787900","1","1","1",1,1,0,1,1360000
"2","7787901","1","1","1",1,0,0,1,1950000
"3","7787903","1","1","1",1,0,0,0,13050000
"4","7787906","1","1","1",3,0,0,0,6300000
"5","7787907","1","1","1",3,0,0,1,870000
"6","7787908","1","1","1",1,0,0,1,2717500
"7","7787909","1","1","1",2,0,0,1,4627000
"8","7787911","1","1","1",2,1,1,1,5e+06
"9","7787912","1","1","1",2,0,0,1,3187500
"10","7787913","1","1","1",2,0,0,0,1500000
"11","7787914","1","1","1",2,0,0,1,2500000
"12","7787915","1","1","1",2,0,0,1,4341666.6667
"13","7787916","1","1","1",2,0,0,1,3466666.6667
"14","7787917","1","1","1",2,0,0,1,1407500
"15","7787918","1","1","1",1,0,0,1,1610000
"16","7787919","1","1","1",2,0,1,1,6030000
"17","7787920","1","1","1",2,0,0,1,4937500
"18","7787921","1","1","1",1,0,0,0,1112500
"19","7787924","1","1","1",1,1,1,0,2516666.6667
"20","7787925","1","1","1",2,0,0,0,1e+06
"21","7787927","1","1","1",2,0,0,1,80000
"22","7787928","1","1","1",1,0,0,0,2075000
"23","7787929","1","1","1",3,0,0,1,4916666.6667
"24","7787930","1","1","1",2,0,0,1,1600000
"25","7787931","1","1","1",2,0,0,0,550000
"26","7787932","1","1","1",2,0,0,1,860000
"27","7787933","1","1","1",2,0,0,1,1e+06
"28","7787934","1","1","1",2,0,0,1,120833.33333
"29","7787935","1","1","1",2,0,0,1,950000
"30","7787936","1","1","1",2,0,0,1,1701666.6667
"31","7787937","1","1","1",2,0,0,0,238333.33333
"32","7787938","1","1","1",1,0,0,0,966666.66667
"33","7787939","1","1","1",1,1,0,0,1440000
"34","7787940","1","1","1",1,0,0,0,1850000
"35","7787941","1","1","1",2,0,0,1,1878000
"36","7787942","1","1","1",1,0,0,0,420833.33333
"37","7787943","1","1","1",2,0,0,1,1158778.6667
"38","7787944","1","1","1",1,0,0,1,313333.33333
"39","7787945","1","1","1",1,0,0,0,758333.33333
"40","7787947","1","1","1",3,0,0,0,3800000
"41","7787948","1","1","1",2,0,1,0,3100000
"42","7787949","1","1","1",1,1,0,1,1931733.3333
"43","7787950","1","1","1",1,0,0,1,1467833.3333
"44","7787951","1","1","1",2,0,0,1,308333.33333
"45","7787952","1","1","1",1,0,0,1,1e+06
"46","7787953","1","1","1",1,1,0,1,1478166.6667
"47","7787954","1","1","1",2,0,0,1,1961666.6667
"48","7787957","1","1","1",2,0,0,1,4006833.3333
"49","7787958","1","1","1",2,0,0,1,1518500
"50","7787959","1","1","1",1,0,0,0,856666.66667
"51","7787961","1","1","1",1,0,0,0,210000
"52","7787962","1","1","1",2,0,0,1,260000
"53","7787965","1","1","1",2,0,0,1,1e+06
"54","7787966","1","1","1",1,0,0,1,250000
"55","7787968","1","1","1",1,0,0,0,2866666.6667
"56","7787969","1","1","1",1,0,0,0,1480000
"57","7787970","1","1","1",2,0,0,0,1384000
"58","7787971","1","1","1",2,0,0,1,570000
"59","7787973","1","1","1",2,0,0,0,1085000
"60","7787975","1","1","1",2,0,1,0,3200000
"61","7787976","1","1","1",1,0,0,0,1291666.6667
"62","7787977","1","1","1",1,0,0,1,733333.33333
"63","7787979","1","1","1",2,0,0,0,416666.66667
"64","7787981","1","1","1",1,0,0,0,780000
"65","7787982","1","1","1",2,0,0,0,2970833.3333
"66","7787983","1","1","1",2,0,0,0,20108333.333
"67","7787985","1","1","1",2,0,0,0,1271166.6667
"68","7787987","1","1","1",2,0,0,0,1100000
"69","7787988","1","1","1",3,0,0,0,10823838.667
"70","7787990","1","1","1",2,1,1,1,5e+05
"71","7787992","1","1","1",1,1,0,1,2044000
"72","7787993","1","1","1",3,0,0,0,6400000
"73","7787996","1","1","1",1,0,0,1,166666.66667
"74","7787997","1","1","1",1,0,0,1,590000
"75","7787998","1","1","1",1,0,0,1,888333.33333
"76","7787999","1","1","1",1,0,0,1,3680000
"77","7788000","1","1","1",1,0,0,0,2800333.3333
"78","7788001","1","1","1",2,0,0,0,1225505.3333
"79","7788002","1","1","1",2,0,0,0,2440000
"80","7788003","1","1","1",2,0,0,1,3250333.3333
"81","7788004","1","1","1",1,0,0,1,410000
"82","7788005","1","1","1",1,0,1,0,3250000
"83","7788007","1","1","1",1,0,0,0,841666.66667
"84","7788008","1","1","1",2,0,0,1,1e+06
"85","7788009","1","1","1",1,0,0,0,1965000
"86","7788010","1","1","1",1,0,0,1,383333.33333
"87","7788011","1","1","1",2,0,0,0,1833333.3333
"88","7788013","1","1","1",1,0,0,0,910000
"89","7788015","1","1","1",2,0,0,0,1561083.3333
"90","7788017","1","1","1",2,1,0,1,1100000
"91","7788018","1","1","1",2,0,0,1,9e+05
"92","7788019","1","1","1",1,0,0,0,236666.66667
"93","7788020","1","1","1",1,0,0,1,1042500
"94","7788021","1","1","1",2,0,0,1,341666.66667
"95","7788024","1","1","1",1,0,0,1,3117000
"96","7788026","1","1","1",2,0,0,0,1867500
"97","7788027","1","1","1",1,0,0,1,1907200
"98","7788029","1","1","1",2,0,0,0,2275666.6667
"99","7788030","1","1","1",1,0,0,1,590416.66667
"100","7788033","1","1","1",3,1,1,1,4041666.6667
"101","7788035","1","1","1",2,0,0,0,627500
"102","7788039","1","1","1",2,0,0,0,1e+06
"103","7788040","1","1","1",2,0,0,0,210000
"104","7788041","1","1","1",1,0,0,0,5280130.4167
"105","7788045","1","1","1",1,0,0,1,888333.33333
"106","7788046","1","1","1",1,1,0,0,1380166.6667
"107","7788048","1","1","1",2,0,0,0,3200000
"108","7788049","1","1","1",1,0,0,1,650000
"109","7788050","1","1","1",2,0,0,0,6180000
"110","7788051","1","1","1",1,0,1,1,1850000
"111","7788052","1","1","1",1,0,0,1,263333.33333
"112","7788054","1","1","1",2,0,0,0,1225000
"113","7788058","1","1","1",1,0,0,1,3e+05
"114","7788061","1","1","1",1,0,0,1,709166.66667
"115","7788062","1","1","1",2,0,1,0,2685000
"116","7788063","1","1","1",2,0,0,1,926666.66667
"117","7788064","1","1","1",2,0,1,1,6221666.6667
"118","7788065","1","1","1",1,0,0,0,2057000
"119","7788066","1","1","1",1,1,0,1,780000
"120","7788067","1","1","1",1,0,0,0,3433333.3333
"121","7788068","1","1","1",2,0,0,1,666666.66667
"122","7788069","1","1","1",3,0,1,1,7462500
"123","7788070","1","1","1",1,0,0,0,5221666.6667
"124","7788071","1","1","1",2,0,0,0,1200000
"125","7788072","1","1","1",1,0,0,0,1121666.6667
"126","7788073","1","1","1",2,0,0,0,1100000
"127","7788074","1","1","1",1,0,0,0,1075000
"128","7788075","1","1","1",1,0,0,1,1329216.6667
"129","7788076","1","1","1",2,0,0,1,1940833.3333
"130","7788077","1","1","1",3,0,0,1,3450000
"131","7788080","1","1","1",2,0,0,1,1117000
"132","7788081","1","1","1",1,1,0,1,1050000
"133","7788082","1","1","1",2,0,0,1,6691666.6667
"134","7788083","1","1","1",1,0,0,1,3875833.3333
"135","7788084","1","1","1",1,1,0,0,6342833.3333
"136","7788085","1","1","1",3,0,0,1,1180000
"137","7788086","1","1","1",1,0,0,1,9e+05
"138","7788087","1","1","1",2,0,0,1,1500000
"139","7788088","1","1","1",2,1,0,1,2766666.6667
"140","7788089","1","1","1",2,0,0,1,3311416.6667
"141","7788091","1","1","1",2,0,0,0,2721666.6667
"142","7788092","1","1","1",1,0,0,1,3708333.3333
"143","7788093","1","1","1",1,0,0,0,525000
"144","7788094","1","1","1",2,0,0,0,5291666.6667
"145","7788095","1","1","1",3,0,0,1,1340000
"146","7788097","1","1","1",1,0,0,0,1260833.3333
"147","7788099","1","1","1",3,0,0,1,2533333.3333
"148","7788100","1","1","1",2,0,0,0,1380000
"149","7788101","1","1","1",1,0,0,0,1533333.3333
"150","7788102","1","1","1",2,0,0,0,2740333.3333
"151","7788103","1","1","1",2,1,0,1,1700000
"152","7788104","1","1","1",2,0,0,1,2400000
"153","7788105","1","1","1",1,1,0,1,1985000
"154","7788106","1","1","1",1,0,0,0,2000833.3333
"155","7788107","1","1","1",2,0,0,0,2255212
"156","7788109","1","1","1",2,0,0,1,1e+06
"157","7788111","1","1","1",1,0,0,0,1800000
"158","7788112","1","1","1",1,0,0,1,4100000
"159","7788115","1","1","1",1,0,0,0,4037750
"160","7788117","1","1","1",3,0,0,1,1180000
"161","7788118","1","1","1",2,0,0,0,4e+06
"162","7788119","1","1","1",1,1,0,1,1578666.6667
"163","7788120","1","1","1",1,0,0,1,1080000
"164","7788122","1","1","1",2,0,0,1,1310000
"165","7788123","1","1","1",2,0,1,1,2e+06
"166","7788124","1","1","1",2,0,1,1,6020000
"167","7788126","1","1","1",1,0,0,1,1103333.3333
"168","7788127","1","1","1",1,0,0,1,1158666.6667
"169","7788130","1","1","1",2,0,0,1,2407000
"170","7788131","1","1","1",2,0,0,1,1e+06
"171","7788132","1","1","1",1,0,0,1,1270000
"172","7788133","1","1","1",2,0,0,1,1460000
"173","7788135","1","1","1",2,1,0,1,1500000
"174","7788136","1","1","1",2,1,0,1,1708333.3333
"175","7788138","1","1","1",2,0,0,1,9e+05
"176","7788139","1","1","1",1,0,0,1,654166.66667
"177","7788140","1","1","1",2,0,0,1,5e+05
"178","7788141","1","1","1",2,0,0,1,886666.66667
"179","7788142","1","1","1",1,0,0,1,1615000
"180","7788144","1","1","1",2,0,0,1,1566666.6667
"181","7788146","1","1","1",1,0,0,1,120000
"182","7788147","1","1","1",2,1,0,0,1e+06
"183","7788150","1","1","1",2,0,1,1,7833333.3333
"184","7788151","1","1","1",2,0,0,1,2e+06
"185","7788152","1","1","1",2,0,0,1,510000
"186","7788155","1","1","1",1,0,0,1,1188333.3333
"187","7788156","1","1","1",2,0,0,1,1521666.6667
"188","7788157","1","1","1",1,0,0,1,1733333.3333
"189","7788159","1","1","1",3,0,0,0,7056666.6667
"190","7788160","1","1","1",1,0,0,0,3490000
"191","7788161","1","1","1",2,0,0,1,1500000
"192","7788162","1","1","1",1,0,0,1,480000
"193","7788163","1","1","1",2,0,0,0,2608333.3333
"194","7788164","1","1","1",1,0,0,0,595000
"195","7788165","1","1","1",1,0,0,0,1320000
"196","7788166","1","1","1",1,0,0,0,1040833.3333
"197","7788169","1","1","1",2,1,0,0,1800000
"198","7788170","1","1","1",2,0,0,0,3619172
"199","7788171","1","1","1",2,0,0,0,2716666.6667
"200","7788173","1","1","1",2,1,0,1,5e+05
"201","7788174","1","1","1",1,0,0,1,1e+06
"202","7788175","1","1","1",1,0,0,1,943333.33333
"203","7788176","1","1","1",2,0,0,1,1933333.3333
"204","7788176","2","1","2",2,0,0,1,1245000
"205","7788177","1","1","1",1,0,0,1,1700000
"206","7788178","1","1","1",1,0,0,1,580000
"207","7788180","1","1","1",1,0,0,0,1145000
"208","7788182","1","1","1",2,0,0,1,2800000
"209","7788183","1","1","1",2,1,0,1,6e+05
"210","7788186","1","1","1",1,0,0,1,4e+05
"211","7788188","1","1","1",1,0,0,0,2065000
"212","7788189","1","1","1",2,0,0,1,1900000
"213","7788190","1","1","1",1,0,0,0,961666.66667
"214","7788191","1","1","1",1,0,0,0,1050000
"215","7788192","1","1","1",2,0,0,0,1e+05
"216","7788193","1","1","1",2,0,0,1,1400000
"217","7788194","1","1","1",2,1,0,1,1569166.6667
"218","7788196","1","1","1",1,0,0,0,1005000
"219","7788197","1","1","1",2,0,0,1,589583.33333
"220","7788201","1","1","1",2,0,0,1,890000
"221","7788202","1","1","1",1,0,0,1,2583333.3333
"222","7788203","1","1","1",2,0,0,0,1748333.3333
"223","7788203","2","1","2",1,0,0,0,1600000
"224","7788204","1","1","1",2,0,0,1,1440000
"225","7788206","1","1","1",1,0,0,0,1450000
"226","7788207","1","1","1",1,0,0,1,1710416.6667
"227","7788208","1","1","1",1,0,0,1,3567000
"228","7788209","1","1","1",1,0,0,0,1240000
"229","7788210","1","1","1",3,0,0,1,4600000
"230","7788212","1","1","1",1,0,0,0,630000
"231","7788213","1","1","1",2,0,0,0,2510000
"232","7788215","1","1","1",2,0,0,0,2607005.3333
"233","7788216","1","1","1",1,0,0,0,545000
"234","7788217","1","1","1",1,0,0,0,480000
"235","7788218","1","1","1",2,1,0,0,740833.33333
"236","7788219","1","1","1",2,1,0,1,574166.66667
"237","7788220","1","1","1",2,1,0,1,333333.33333
"238","7788221","1","1","1",1,0,0,1,115000
"239","7788223","1","1","1",3,0,1,1,2700000
"240","7788225","1","1","1",3,0,0,1,1250000
"241","7788226","1","1","1",3,0,0,1,1700000
"242","7788227","1","1","1",1,0,0,1,4e+05
"243","7788229","1","1","1",2,0,0,1,450000
"244","7788230","1","1","1",1,0,1,0,7e+05
"245","7788233","1","1","1",2,0,0,0,866666.66667
"246","7788234","1","1","1",2,0,0,1,3266666.6667
"247","7788235","1","1","1",2,0,0,1,3100000
"248","7788236","1","1","1",2,0,0,1,250000
"249","7788237","1","1","1",2,0,0,1,840000
"250","7788240","1","1","1",1,0,0,0,3083333.3333
"251","7788241","1","1","1",1,0,0,0,325000
"252","7788242","1","1","1",2,0,1,0,3919166.6667
"253","7788243","1","1","1",2,0,0,1,1566666.6667
"254","7788244","1","1","1",2,0,0,1,3800000
"255","7788245","1","1","1",2,0,0,1,540000
"256","7788246","1","1","1",1,0,0,1,265000
"257","7788247","1","1","1",1,0,0,1,3060000
"258","7788248","1","1","1",2,1,0,1,2476666.6667
"259","7788249","1","1","1",1,0,0,0,130000
"260","7788250","1","1","1",1,0,0,1,3933333.3333
"261","7788251","1","1","1",1,1,1,1,1103333.3333
"262","7788252","1","1","1",1,0,0,0,530000
"263","7788254","1","1","1",1,0,0,1,1120000
"264","7788255","1","1","1",1,0,0,0,1300000
"265","7788256","1","1","1",2,0,0,1,652500
"266","7788257","1","1","1",1,0,0,0,1589666.6667
"267","7788258","1","1","1",2,0,0,1,3120000
"268","7788259","1","1","1",2,0,0,1,2016666.6667
"269","7788261","1","1","1",1,0,0,1,1250000
"270","7788262","1","1","1",1,0,0,1,3078000
"271","7788263","1","1","1",1,0,0,1,971666.66667
"272","7788264","1","1","1",1,0,0,1,425000
"273","7788265","1","1","1",2,0,0,0,1508838.6667
"274","7788267","1","1","1",2,0,0,1,845000
"275","7788268","1","1","1",1,0,0,1,677500
"276","7788269","1","1","1",2,0,0,1,1800000
"277","7788273","1","1","1",1,1,0,1,1e+05
"278","7788275","1","1","1",2,0,0,1,450000
"279","7788277","1","1","1",2,0,0,1,1739000
"280","7788278","1","1","1",1,1,0,1,449333.33333
"281","7788279","1","1","1",2,0,0,1,2810000
"282","7788283","1","1","1",1,0,0,0,740000
"283","7788286","1","1","1",1,0,0,1,302500
"284","7788286","2","1","2",1,0,0,1,3e+05
"285","7788287","1","1","1",1,0,0,0,1230000
"286","7788288","1","1","1",2,1,0,1,1500000
"287","7788289","1","1","1",1,0,0,1,8e+05
"288","7788290","1","1","1",2,0,0,1,676666.66667
"289","7788291","1","1","1",1,0,0,0,1221666.6667
"290","7788292","1","1","1",3,0,0,0,7859000
"291","7788293","1","1","1",2,1,0,1,2303333.3333
"292","7788295","1","1","1",1,0,0,1,5e+05
"293","7788296","1","1","1",2,0,1,0,4400000
"294","7788297","1","1","1",1,0,0,0,583333.33333
"295","7788299","1","1","1",2,1,0,1,1e+07
"296","7788303","1","1","1",1,0,0,1,1418333.3333
"297","7788304","1","1","1",2,0,0,1,1308666.6667
"298","7788305","1","1","1",1,0,0,0,1991666.6667
"299","7788306","1","1","1",1,0,0,1,1050000
"300","7788307","1","1","1",1,0,0,1,1403333.3333
"301","7788308","1","1","1",2,0,0,0,1200000
"302","7788309","1","1","1",3,0,1,1,2200000
"303","7788310","1","1","1",1,0,0,1,915000
"304","7788311","1","1","1",2,0,0,0,1900000
"305","7788312","1","1","1",2,0,0,1,3782000
"306","7788315","1","1","1",3,0,0,1,1645000
"307","7788316","1","1","1",1,0,0,0,715000
"308","7788317","1","1","1",1,0,0,1,626666.66667
"309","7788318","1","1","1",1,0,0,1,672500
"310","7788319","1","1","1",2,0,0,1,1465000
"311","7788320","1","1","1",2,0,0,1,2747333.3333
"312","7788324","1","1","1",2,0,0,1,2041666.6667
"313","7788325","1","1","1",2,0,0,1,4e+05
"314","7788326","1","1","1",1,0,0,1,1887000
"315","7788328","1","1","1",2,0,0,1,1141666.6667
"316","7788329","1","1","1",2,0,0,1,470833.33333
"317","7788331","1","1","1",2,0,0,1,250000
"318","7788333","1","1","1",2,0,0,1,1458666.6667
"319","7788335","1","1","1",1,0,0,1,4e+05
"320","7788337","1","1","1",2,0,0,0,3866666.6667
"321","7788338","1","1","1",2,0,0,1,2e+06
"322","7788339","1","1","1",1,0,0,1,745000
"323","7788340","1","1","1",2,0,0,1,3158666.6667
"324","7788341","1","1","1",2,0,1,0,1800000
"325","7788342","1","1","1",2,1,0,1,2e+06
"326","7788343","1","1","1",2,0,0,1,408333.33333
"327","7788345","1","1","1",2,0,0,1,4023333.3333
"328","7788347","1","1","1",1,0,0,0,680000
"329","7788349","1","1","1",1,0,0,1,1662500
"330","7788352","1","1","1",1,0,0,1,626666.66667
"331","7788354","1","1","1",2,0,0,1,2e+06
"332","7788355","1","1","1",2,0,0,1,778333.33333
"333","7788357","1","1","1",1,0,0,0,1118666.6667
"334","7788358","1","1","1",2,0,0,1,1500000
"335","7788359","1","1","1",2,0,0,1,8e+05
"336","7788360","1","1","1",2,0,0,1,1942172
"337","7788361","1","1","1",2,0,0,1,1650000
"338","7788362","1","1","1",1,1,1,1,3330000
"339","7788364","1","1","1",2,0,1,1,8334333.3333
"340","7788365","1","1","1",2,0,0,1,956666.66667
"341","7788368","1","1","1",1,0,0,1,690000
"342","7788369","1","1","1",1,1,0,1,720000
"343","7788370","1","1","1",1,0,0,0,1354166.6667
"344","7788371","1","1","1",1,0,0,1,518333.33333
"345","7788373","1","1","1",1,0,0,1,1805000
"346","7788374","1","1","1",2,0,0,1,1570000
"347","7788375","1","1","1",1,0,0,1,210416.66667
"348","7788376","1","1","1",2,0,0,1,2843333.3333
"349","7788377","1","1","1",2,0,0,0,1300000
"350","7788378","1","1","1",1,0,0,1,730000
"351","7788380","1","1","1",1,0,0,0,366666.66667
"352","7788381","1","1","1",2,0,0,0,1500000
"353","7788383","1","1","1",2,1,0,1,466666.66667
"354","7788385","1","1","1",1,0,0,1,558333.33333
"355","7788387","1","1","1",2,0,0,1,1183333.3333
"356","7788388","1","1","1",1,0,0,1,1550000
"357","7788390","1","1","1",2,0,0,1,1200000
"358","7788395","1","1","1",2,0,0,1,5e+05
"359","7788396","1","1","1",2,0,0,1,1773333.3333
"360","7788397","1","1","1",2,0,0,1,4428333.3333
"361","7788398","1","1","1",2,1,0,1,2140000
"362","7788399","1","1","1",1,0,0,1,750000
"363","7788401","1","1","1",2,1,0,1,1100000
"364","7788402","1","1","1",2,0,0,1,1800000
"365","7788403","1","1","1",1,0,0,0,661666.66667
"366","7788406","1","1","1",1,0,0,0,1350505.3333
"367","7788408","1","1","1",1,0,0,0,879166.66667
"368","7788411","1","1","1",2,0,1,1,566666.66667
"369","7788413","1","1","1",2,0,0,0,2150000
"370","7788414","1","1","1",1,1,0,0,940000
"371","7788417","1","1","1",1,0,0,1,372916.66667
"372","7788418","1","1","1",1,0,0,1,1240000
"373","7788419","1","1","1",1,0,0,1,865000
"374","7788420","1","1","1",2,0,0,1,1241666.6667
"375","7788421","1","1","1",2,0,0,1,2145333.3333
"376","7788422","1","1","1",1,0,0,0,1670833.3333
"377","7788423","1","1","1",2,1,1,1,2825000
"378","7788424","1","1","1",1,0,0,0,4e+05
"379","7788426","1","1","1",1,0,0,1,7e+05
"380","7788427","1","1","1",2,0,0,1,1250000
"381","7788428","1","1","1",2,0,0,1,2045000
"382","7788429","1","1","1",1,0,0,1,850000
"383","7788431","1","1","1",1,0,0,1,4e+05
"384","7788432","1","1","1",1,0,0,1,508333.33333
"385","7788433","1","1","1",1,0,0,1,223333.33333
"386","7788434","1","1","1",1,1,0,0,1742000
"387","7788435","1","1","1",2,0,0,1,4250000
"388","7788436","1","1","1",1,0,0,1,5e+05
"389","7788439","1","1","1",1,0,0,0,1420333.3333
"390","7788441","1","1","1",1,0,0,1,1264166.6667
"391","7788442","1","1","1",2,0,0,1,1400000
"392","7788443","1","1","1",1,0,0,1,1420833.3333
"393","7788444","1","1","1",2,0,0,1,1500000
"394","7788445","1","1","1",1,0,0,1,360000
"395","7788446","1","1","1",1,0,0,0,1716666.6667
"396","7788447","1","1","1",1,0,0,0,350000
"397","7788449","1","1","1",1,0,0,0,1e+06
"398","7788451","1","1","1",3,0,0,1,6741666.6667
"399","7788452","1","1","1",1,0,0,0,588916.66667
"400","7788453","1","1","1",1,0,0,0,250000
"401","7788455","1","1","1",1,0,0,1,233333.33333
"402","7788456","1","1","1",1,0,0,1,1130000
"403","7788457","1","1","1",2,0,0,1,5e+05
"404","7788459","1","1","1",1,0,0,0,1125505.3333
"405","7788460","1","1","1",1,1,0,1,1500000
"406","7788461","1","1","1",2,0,0,0,1300000
"407","7788462","1","1","1",2,0,0,1,3683333.3333
"408","7788463","1","1","1",1,0,0,1,650000
"409","7788464","1","1","1",1,0,1,1,1976166.6667
"410","7788468","1","1","1",1,1,0,0,1498333.3333
"411","7788470","1","1","1",1,0,0,1,1e+06
"412","7788471","1","1","1",1,0,0,1,2177000
"413","7788472","1","1","1",1,0,0,1,1700000
"414","7788473","1","1","1",1,1,0,0,606666.66667
"415","7788476","1","1","1",2,0,1,1,5900000
"416","7788477","1","1","1",2,0,0,1,2604166.6667
"417","7788479","1","1","1",3,0,1,0,13061755.333
"418","7788480","1","1","1",2,0,0,1,2562500
"419","7788481","1","1","1",2,0,0,1,3590000
"420","7788482","1","1","1",2,0,1,1,3400000
"421","7788483","1","1","1",3,1,1,1,5358000
"422","7788484","1","1","1",1,0,0,1,806666.66667
"423","7788486","1","1","1",2,0,0,1,7625000
"424","7788487","1","1","1",1,1,0,1,380000
"425","7788488","1","1","1",2,0,0,0,1865000
"426","7788490","1","1","1",2,0,0,1,5869750
"427","7788491","1","1","1",2,0,0,0,1208333.3333
"428","7788493","1","1","1",2,0,0,1,1600000
"429","7788494","1","1","1",1,0,0,0,427000
"430","7788496","1","1","1",2,0,0,0,1200000
"431","7788497","1","1","1",1,0,0,1,741666.66667
"432","7788498","1","1","1",3,1,1,1,3e+06
"433","7788501","1","1","1",2,0,0,0,1e+06
"434","7788503","1","1","1",2,1,0,1,9884666.6667
"435","7788504","1","1","1",2,0,0,1,546666.66667
"436","7788505","1","1","1",2,0,0,0,1187000
"437","7788506","1","1","1",1,0,0,1,4150000
"438","7788509","1","1","1",1,0,0,1,2100000
"439","7788510","1","1","1",1,0,0,1,1418333.3333
"440","7788511","1","1","1",2,0,0,1,108333.33333
"441","7788512","1","1","1",1,0,0,1,1e+05
"442","7788513","1","1","1",2,0,0,1,3090000
"443","7788515","1","1","1",2,0,0,1,5300000
"444","7788516","1","1","1",2,0,0,1,2e+06
"445","7788517","1","1","1",2,0,0,1,1160000
"446","7788519","1","1","1",3,1,1,1,1.8e+07
"447","7788521","1","1","1",2,0,0,1,2800000
"448","7788522","1","1","1",2,0,0,1,8e+05
"449","7788523","1","1","1",2,0,0,1,3700000
"450","7788525","1","1","1",2,0,0,1,3400000
"451","7788529","1","1","1",2,0,0,1,1913750
"452","7788530","1","1","1",2,0,0,0,2388000
"453","7788531","1","1","1",2,0,0,1,83333.333333
"454","7788533","1","1","1",2,0,0,0,4995833.3333
"455","7788534","1","1","1",2,0,1,1,2650000
"456","7788535","1","1","1",2,1,0,1,3600000
"457","7788536","1","1","1",1,1,0,1,3e+05
"458","7788536","2","1","2",2,0,0,1,8e+05
"459","7788537","1","1","1",2,1,0,1,2310000
"460","7788539","1","1","1",1,0,0,1,1538333.3333
"461","7788542","1","1","1",2,1,0,1,7500000
"462","7788544","1","1","1",2,0,0,1,2095000
"463","7788545","1","1","1",1,0,0,1,1946666.6667
"464","7788546","1","1","1",1,1,0,1,1323333.3333
"465","7788549","1","1","1",2,0,0,1,4158166.6667
"466","7788551","1","1","1",1,0,0,0,370000
"467","7788553","1","1","1",2,0,0,0,3118666.6667
"468","7788557","1","1","1",2,0,0,0,4329672
"469","7788558","1","1","1",1,0,0,0,2e+06
"470","7788559","1","1","1",3,1,1,1,5.1e+07
"471","7788560","1","1","1",1,0,0,1,1200000
"472","7788561","1","1","1",2,0,1,1,1950000
"473","7788562","1","1","1",2,0,0,0,1250000
"474","7788563","1","1","1",2,0,0,1,2433333.3333
"475","7788564","1","1","1",2,0,0,1,424166.66667
"476","7788566","1","1","1",2,0,0,1,3245594
"477","7788567","1","1","1",2,0,0,1,1600000
"478","7788568","1","1","1",1,0,0,1,918333.33333
"479","7788569","1","1","1",1,0,0,1,2007500
"480","7788571","1","1","1",2,0,0,0,350000
"481","7788572","1","1","1",2,0,0,0,277500
"482","7788574","1","1","1",2,0,0,0,1692500
"483","7788575","1","1","1",2,0,0,0,113333.33333
"484","7788576","1","1","1",1,0,0,1,601666.66667
"485","7788578","1","1","1",1,0,0,1,396666.66667
"486","7788579","1","1","1",1,1,0,0,2597333.3333
"487","7788581","1","1","1",1,0,0,0,1156250
"488","7788582","1","1","1",1,0,1,1,2838838.6667
"489","7788583","1","1","1",2,0,0,1,1e+06
"490","7788584","1","1","1",1,0,0,0,1e+05
"491","7788586","1","1","1",1,0,0,1,1100000
"492","7788588","1","1","1",1,0,0,0,966666.66667
"493","7788590","1","1","1",1,0,0,1,513333.33333
"494","7788591","1","1","1",1,0,0,0,5e+05
"495","7788592","1","1","1",2,0,0,0,1350000
"496","7788593","1","1","1",2,1,0,1,508333.33333
"497","7788594","1","1","1",1,0,0,0,572500
"498","7788595","1","1","1",2,0,0,1,7254166.6667
"499","7788596","1","1","1",1,0,0,1,3912333.3333
"500","7788597","1","1","1",1,0,0,0,1293733.3333
"501","7788598","1","1","1",1,0,0,1,1350000
"502","7788599","1","1","1",2,0,1,1,3400000
"503","7788600","1","1","1",2,0,0,1,2245000
"504","7788601","1","1","1",2,0,0,1,3e+05
"505","7788604","1","1","1",2,0,0,1,1060000
"506","7788605","1","1","1",1,1,0,1,2987000
"507","7788606","1","1","1",2,0,0,1,850000
"508","7788607","1","1","1",1,0,0,1,1708666.6667
"509","7788609","1","1","1",2,0,0,1,2221166.6667
"510","7788611","1","1","1",1,0,0,1,1971666.6667
"511","7788613","1","1","1",1,0,0,1,1721666.6667
"512","7788615","1","1","1",1,0,0,1,583333.33333
"513","7788617","1","1","1",2,1,0,1,3044166.6667
"514","7788617","2","1","2",2,0,0,1,480000
"515","7788619","1","1","1",2,0,0,0,988000
"516","7788622","1","1","1",2,0,0,1,1989000
"517","7788624","1","1","1",1,0,0,0,1310000
"518","7788625","1","1","1",2,0,0,1,4944166.6667
"519","7788627","1","1","1",2,0,1,1,2e+06
"520","7788628","1","1","1",2,0,0,1,455000
"521","7788629","1","1","1",1,0,0,1,550000
"522","7788630","1","1","1",3,0,0,1,5083333.3333
"523","7788631","1","1","1",1,0,0,0,1100000
"524","7788633","1","1","1",1,0,0,1,833333.33333
"525","7788635","1","1","1",1,0,0,0,343333.33333
"526","7788636","1","1","1",2,1,0,0,625000
"527","7788637","1","1","1",1,0,0,1,73333.333333
"528","7788638","1","1","1",1,0,0,1,1127500
"529","7788640","1","1","1",2,0,0,1,1879521.9167
"530","7788642","1","1","1",1,1,0,0,4557172
"531","7788644","1","1","1",1,0,0,1,15553333.333
"532","7788645","1","1","1",1,0,0,1,2e+06
"533","7788647","1","1","1",1,0,0,1,780000
"534","7788648","1","1","1",1,0,0,0,1080000
"535","7788650","1","1","1",2,0,0,0,1225000
"536","7788651","1","1","1",2,0,0,0,6e+05
