"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","ING","REC","CAR","SEC","I_HOGAR"
"82193","7903824","1","1","1",2,0,0,1,5266666.6667
"82194","7903825","1","1","1",2,1,0,1,5e+06
"82195","7903826","1","1","1",2,0,0,1,4700000
"82196","7903827","1","1","1",2,0,0,1,10931666.667
"82197","7903828","1","1","1",1,0,0,1,670000
"82198","7903830","1","1","1",1,0,0,0,2370000
"82199","7903830","2","1","2",1,0,0,1,430000
"82200","7903831","1","1","1",2,0,0,1,1492500
"82201","7903833","1","1","1",2,0,0,0,1240000
"82202","7903834","1","1","1",2,0,0,0,7308333.3333
"82203","7903835","1","1","1",1,0,0,1,2558333.3333
"82204","7903836","1","1","1",1,0,0,0,475000
"82205","7903837","1","1","1",3,0,0,1,1907000
"82206","7903843","1","1","1",1,0,0,0,1965000
"82207","7903844","1","1","1",2,0,1,1,31402500
"82208","7903845","1","1","1",2,0,0,1,3246666.6667
"82209","7903846","1","1","1",1,1,1,1,5333333.3333
"82210","7903847","1","1","1",1,0,0,0,1133333.3333
"82211","7903848","1","1","1",2,0,0,1,1230000
"82212","7903851","1","1","1",1,0,0,1,860000
"82213","7903855","1","1","1",1,0,0,1,1345000
"82214","7903857","1","1","1",1,0,0,0,3300000
"82215","7903858","1","1","1",1,0,0,1,1785000
"82216","7903859","1","1","1",2,1,0,1,1070000
"82217","7903860","1","1","1",1,0,0,1,1983333.3333
"82218","7903861","1","1","1",1,0,0,1,9e+05
"82219","7903862","1","1","1",3,0,0,1,5400000
"82220","7903863","1","1","1",1,0,0,0,1320000
"82221","7903864","1","1","1",1,0,0,0,1e+06
"82222","7903865","1","1","1",1,0,0,1,725000
"82223","7903866","1","1","1",1,0,0,1,2180833.3333
"82224","7903868","1","1","1",1,0,0,1,908000
"82225","7903869","1","1","1",1,0,0,0,866666.66667
"82226","7903870","1","1","1",1,0,0,1,193333.33333
"82227","7903871","1","1","1",1,0,0,1,476666.66667
"82228","7903873","1","1","1",1,0,0,1,190000
"82229","7903874","1","1","1",1,0,0,1,485000
"82230","7903875","1","1","1",2,0,1,0,16125000
"82231","7903876","1","1","1",2,0,0,1,2180000
"82232","7903877","1","1","1",2,0,0,1,1500000
"82233","7903878","1","1","1",2,0,0,1,1300000
"82234","7903879","1","1","1",1,0,0,1,1583333.3333
"82235","7903881","1","1","1",1,0,0,1,1020000
"82236","7903882","1","1","1",1,0,0,1,260000
"82237","7903883","1","1","1",2,0,0,1,4e+06
"82238","7903884","1","1","1",2,0,0,1,690000
"82239","7903885","1","1","1",2,0,0,1,1083333.3333
"82240","7903887","1","1","1",1,0,0,1,230000
"82241","7903889","1","1","1",2,0,0,1,2512500
"82242","7903890","1","1","1",1,0,0,1,550000
"82243","7903894","1","1","1",2,0,0,1,1091666.6667
"82244","7903895","1","1","1",1,0,0,1,957500
"82245","7903896","1","1","1",2,0,0,1,9e+05
"82246","7903897","1","1","1",2,0,1,1,72500
"82247","7903898","1","1","1",2,1,0,0,405000
"82248","7903899","1","1","1",1,0,0,1,640000
"82249","7903900","1","1","1",1,0,0,1,1710000
"82250","7903902","1","1","1",1,0,0,1,2925000
"82251","7903903","1","1","1",1,0,0,1,750000
"82252","7903904","1","1","1",3,0,0,1,4200000
"82253","7903905","1","1","1",1,0,0,1,633333.33333
"82254","7903906","1","1","1",1,0,0,1,210000
"82255","7903907","1","1","1",1,0,0,1,341666.66667
"82256","7903908","1","1","1",1,1,0,1,1230000
"82257","7903909","1","1","1",1,0,0,1,1533666.6667
"82258","7903910","1","1","1",1,0,0,1,4730000
"82259","7903911","1","1","1",1,0,0,1,680000
"82260","7903912","1","1","1",1,0,0,1,801666.66667
"82261","7903913","1","1","1",1,1,0,1,1567750
"82262","7903914","1","1","1",2,0,0,1,2606666.6667
"82263","7903915","1","1","1",1,1,0,1,1648666.6667
"82264","7903916","1","1","1",1,1,0,1,1777833.3333
"82265","7903917","1","1","1",1,0,0,1,2287000
"82266","7903918","1","1","1",2,0,0,1,2394000
"82267","7903920","1","1","1",1,0,0,1,650000
"82268","7903922","1","1","1",3,0,1,1,11250000
"82269","7903923","1","1","1",1,0,0,1,108333.33333
"82270","7903924","1","1","1",1,0,0,1,5e+05
"82271","7903925","1","1","1",1,0,0,0,13354000
"82272","7903926","1","1","1",2,0,1,1,7350000
"82273","7903927","1","1","1",1,0,0,1,840000
"82274","7903933","1","1","1",2,0,1,1,1400000
"82275","7903935","1","1","1",1,0,0,1,1110000
"82276","7903936","1","1","1",1,0,0,1,310000
"82277","7903937","1","1","1",1,0,0,0,1430000
"82278","7903938","1","1","1",3,0,0,1,6583333.3333
"82279","7903939","1","1","1",2,0,0,1,8e+05
"82280","7903941","1","1","1",2,0,0,0,106666.66667
"82281","7903942","1","1","1",2,0,0,1,6575000
"82282","7903944","1","1","1",1,0,0,1,1300000
"82283","7903945","1","1","1",2,0,0,0,1040800
"82284","7903946","1","1","1",2,0,0,1,3300000
"82285","7903947","1","1","1",1,0,0,1,820000
"82286","7903948","1","1","1",1,0,0,1,1017500
"82287","7903949","1","1","1",1,1,0,1,1320000
"82288","7903952","1","1","1",1,0,0,1,820000
"82289","7903953","1","1","1",2,0,0,1,2610000
"82290","7903954","1","1","1",1,0,0,0,480000
"82291","7903955","1","1","1",1,0,0,1,140000
"82292","7903958","1","1","1",2,0,0,1,4670000
"82293","7903959","1","1","1",1,0,0,1,1225000
"82294","7903960","1","1","1",1,0,0,1,2045000
"82295","7903960","2","1","2",1,0,0,1,110000
"82296","7903961","1","1","1",1,0,0,1,1300000
"82297","7903961","2","1","2",2,0,0,1,2409000
"82298","7903962","1","1","1",2,0,0,1,1795000
"82299","7903963","1","1","1",1,0,0,0,1e+06
"82300","7903964","1","1","1",2,1,0,1,2333333.3333
"82301","7903965","1","1","1",2,0,0,1,1800000
"82302","7903967","1","1","1",1,0,0,1,1615866.6667
"82303","7903971","1","1","1",1,0,0,0,643000
"82304","7903972","1","1","1",1,0,0,1,1830000
"82305","7903973","1","1","1",1,0,0,1,550000
"82306","7903974","1","1","1",2,0,0,0,1e+05
"82307","7903976","1","1","1",1,0,0,1,2e+05
"82308","7903977","1","1","1",2,0,0,1,750000
"82309","7903978","1","1","1",1,0,0,1,150000
"82310","7903979","1","1","1",1,0,0,1,1321666.6667
"82311","7903980","1","1","1",1,0,0,1,187500
"82312","7903982","1","1","1",1,0,0,1,25800000
"82313","7903984","1","1","1",2,0,0,1,250000
"82314","7903987","1","1","1",1,0,0,1,4150000
"82315","7903988","1","1","1",1,0,0,0,143166.66667
"82316","7903989","1","1","1",1,0,1,1,3143666.6667
"82317","7903990","1","1","1",1,0,0,0,610000
"82318","7903992","1","1","1",1,0,0,1,1370833.3333
"82319","7903994","1","1","1",1,0,0,1,624900
"82320","7903995","1","1","1",2,0,0,0,310000
"82321","7903996","1","1","1",1,0,0,1,1533333.3333
"82322","7903998","1","1","1",2,1,0,1,280000
"82323","7903999","1","1","1",1,0,0,1,655000
"82324","7904000","1","1","1",1,0,0,1,210000
"82325","7904001","1","1","1",2,0,0,1,2838333.3333
"82326","7904002","1","1","1",1,0,0,0,3e+06
"82327","7904003","1","1","1",2,0,1,1,8133333.3333
"82328","7904004","1","1","1",2,0,0,1,5e+05
"82329","7904005","1","1","1",2,0,0,1,5764838.6667
"82330","7904007","1","1","1",2,0,0,0,1433333.3333
"82331","7904008","1","1","1",1,0,0,1,1750000
"82332","7904010","1","1","1",1,0,0,1,60000
"82333","7904012","1","1","1",1,0,0,1,9e+05
"82334","7904013","1","1","1",1,0,0,1,2796666.6667
"82335","7904014","1","1","1",1,0,0,1,2106666.6667
"82336","7904015","1","1","1",2,0,0,1,1850000
"82337","7904016","1","1","1",1,0,0,1,557500
"82338","7904018","1","1","1",3,0,0,0,3466666.6667
"82339","7904019","1","1","1",1,0,0,1,1310000
"82340","7904020","1","1","1",1,0,0,0,460000
"82341","7904023","1","1","1",2,0,1,0,4754166.6667
"82342","7904025","1","1","1",1,0,0,1,2060000
"82343","7904026","1","1","1",2,0,0,0,1866666.6667
"82344","7904027","1","1","1",1,0,0,0,1650000
"82345","7904029","1","1","1",2,0,0,1,12183333.333
"82346","7904030","1","1","1",1,0,0,1,890000
"82347","7904034","1","1","1",1,0,0,1,1500000
"82348","7904035","1","1","1",2,1,0,1,1e+06
"82349","7904036","1","1","1",2,0,0,1,875000
"82350","7904037","1","1","1",2,0,0,1,1205000
"82351","7904038","1","1","1",2,0,0,1,1092500
"82352","7904039","1","1","1",1,0,0,1,6041666.6667
"82353","7904041","1","1","1",2,0,0,1,2295000
"82354","7904043","1","1","1",1,0,0,1,1541666.6667
"82355","7904045","1","1","1",2,0,0,1,1740000
"82356","7904047","1","1","1",2,0,0,1,1900000
"82357","7904048","1","1","1",1,0,0,1,1260000
"82358","7904049","1","1","1",2,0,0,1,750000
"82359","7904050","1","1","1",2,0,0,1,2600000
"82360","7904051","1","1","1",2,0,0,1,133333.33333
"82361","7904052","1","1","1",2,0,0,1,1650000
"82362","7904054","1","1","1",1,0,0,1,508000
"82363","7904056","1","1","1",1,0,0,1,5041666.6667
"82364","7904057","1","1","1",2,0,0,1,850000
"82365","7904058","1","1","1",1,0,0,1,1590000
"82366","7904061","1","1","1",1,0,0,1,1516666.6667
"82367","7904062","1","1","1",1,0,0,1,2150000
"82368","7904063","1","1","1",2,1,0,1,875000
"82369","7904064","1","1","1",2,1,0,1,990000
"82370","7904065","1","1","1",2,0,0,1,1180000
"82371","7904066","1","1","1",1,0,0,1,1009166.6667
"82372","7904067","1","1","1",2,0,0,1,1100000
"82373","7904068","1","1","1",2,1,0,1,950000
"82374","7904069","1","1","1",2,0,1,1,2350000
"82375","7904070","1","1","1",2,1,0,1,1340000
"82376","7904071","1","1","1",2,0,0,1,75000
"82377","7904072","1","1","1",2,0,0,1,750000
"82378","7904073","1","1","1",2,1,0,1,1e+06
"82379","7904074","1","1","1",2,0,0,1,8e+05
"82380","7904075","1","1","1",2,0,0,1,2370000
"82381","7904077","1","1","1",2,0,1,1,3700000
"82382","7904078","1","1","1",2,0,0,1,850000
"82383","7904079","1","1","1",2,0,0,1,386666.66667
"82384","7904082","1","1","1",2,0,0,1,790000
"82385","7904085","1","1","1",2,0,0,1,1284166.6667
"82386","7904086","1","1","1",2,0,1,1,5162500
"82387","7904087","1","1","1",1,0,1,1,3716666.6667
"82388","7904090","1","1","1",2,1,0,1,450000
"82389","7904091","1","1","1",1,0,0,1,215000
"82390","7904092","1","1","1",2,0,0,1,1e+05
"82391","7904094","1","1","1",2,1,0,1,950000
"82392","7904100","1","1","1",1,0,0,1,1100000
"82393","7904101","1","1","1",2,0,0,1,480000
"82394","7904102","1","1","1",1,0,0,1,837500
"82395","7904103","1","1","1",2,0,1,0,4935000
"82396","7904105","1","1","1",2,0,0,1,650000
"82397","7904106","1","1","1",2,0,0,1,5556666.6667
"82398","7904107","1","1","1",3,1,0,1,4625000
"82399","7904109","1","1","1",2,1,0,1,950000
"82400","7904110","1","1","1",1,0,0,1,1320000
"82401","7904111","1","1","1",1,0,0,1,8e+05
"82402","7904114","1","1","1",1,0,0,1,1564000
"82403","7904115","1","1","1",2,0,1,0,8382000
"82404","7904117","1","1","1",1,0,0,0,1750000
"82405","7904118","1","1","1",2,0,0,1,883333.33333
"82406","7904120","1","1","1",2,0,0,1,518333.33333
"82407","7904121","1","1","1",2,1,0,1,3120731
"82408","7904122","1","1","1",2,0,0,1,1e+06
"82409","7904124","1","1","1",1,0,0,1,680000
"82410","7904125","1","1","1",1,0,0,1,150000
"82411","7904126","1","1","1",1,0,0,1,477500
"82412","7904127","1","1","1",2,1,0,1,860000
"82413","7904128","1","1","1",2,1,0,1,650000
"82414","7904130","1","1","1",3,0,0,1,3659166.6667
"82415","7904131","1","1","1",2,0,0,1,1638500
"82416","7904132","1","1","1",2,0,0,1,6e+05
"82417","7904134","1","1","1",2,0,0,1,7916666.6667
"82418","7904135","1","1","1",2,1,1,1,2617000
"82419","7904136","1","1","1",2,0,0,0,4138333.3333
"82420","7904137","1","1","1",2,0,0,1,9e+05
"82421","7904137","2","1","2",2,0,0,1,1036666.6667
"82422","7904138","1","1","1",2,0,0,1,1e+06
"82423","7904139","1","1","1",2,0,0,1,350000
"82424","7904140","1","1","1",1,0,0,1,1090833.3333
"82425","7904141","1","1","1",2,0,1,1,15500000
"82426","7904142","1","1","1",1,0,0,1,380000
"82427","7904143","1","1","1",2,0,0,1,756666.66667
"82428","7904144","1","1","1",1,0,0,1,1900000
"82429","7904147","1","1","1",1,0,0,1,4e+05
"82430","7904148","1","1","1",2,0,0,1,258333.33333
"82431","7904151","1","1","1",2,0,0,1,1850000
"82432","7904153","1","1","1",3,0,0,0,810000
"82433","7904154","1","1","1",2,0,0,0,1545000
"82434","7904155","1","1","1",1,0,0,1,730000
"82435","7904156","1","1","1",2,1,0,1,2260000
"82436","7904157","1","1","1",3,0,1,1,7783333.3333
"82437","7904158","1","1","1",2,0,0,0,3e+05
"82438","7904159","1","1","1",1,0,0,1,2324800
"82439","7904160","1","1","1",1,0,0,1,333333.33333
"82440","7904161","1","1","1",2,0,0,1,3466666.6667
"82441","7904162","1","1","1",1,0,0,1,1e+05
"82442","7904163","1","1","1",1,0,0,1,6e+05
"82443","7904166","1","1","1",1,0,0,1,280000
"82444","7904169","1","1","1",1,0,0,1,1091666.6667
"82445","7904170","1","1","1",1,0,0,1,3440000
"82446","7904171","1","1","1",2,0,0,1,8e+05
"82447","7904172","1","1","1",1,0,0,1,565000
"82448","7904174","1","1","1",2,0,1,0,6500000
"82449","7904175","1","1","1",2,0,0,1,630000
"82450","7904176","1","1","1",2,0,0,1,9e+05
"82451","7904177","1","1","1",1,0,0,0,1958166.6667
"82452","7904179","1","1","1",2,1,0,1,450000
"82453","7904187","1","1","1",1,0,0,1,350000
"82454","7904188","1","1","1",1,0,0,1,1350000
"82455","7904191","1","1","1",1,0,0,1,2015000
"82456","7904192","1","1","1",1,0,0,1,1200000
"82457","7904194","1","1","1",1,0,0,1,1667000
"82458","7904197","1","1","1",2,0,0,1,2950000
"82459","7904198","1","1","1",2,0,0,1,8e+05
"82460","7904199","1","1","1",2,1,0,1,3e+05
"82461","7904200","1","1","1",1,0,0,1,1600000
"82462","7904201","1","1","1",2,0,0,1,1300000
"82463","7904203","1","1","1",1,0,0,1,770000
"82464","7904204","1","1","1",1,0,0,1,1720000
"82465","7904205","1","1","1",2,0,0,1,1666666.6667
"82466","7904207","1","1","1",2,0,0,1,150000
"82467","7904209","1","1","1",1,0,0,1,6e+05
"82468","7904210","1","1","1",1,0,0,1,1e+05
"82469","7904211","1","1","1",2,0,0,1,2600000
"82470","7904213","1","1","1",2,1,0,1,950000
"82471","7904214","1","1","1",2,0,0,1,9e+05
"82472","7904215","1","1","1",2,0,0,1,552500
"82473","7904219","1","1","1",1,0,0,1,332500
"82474","7904221","1","1","1",2,1,0,1,8e+05
"82475","7904223","1","1","1",2,0,0,1,860000
"82476","7904226","1","1","1",2,1,0,1,975000
"82477","7904227","1","1","1",2,1,0,1,550000
"82478","7904228","1","1","1",2,1,0,1,810000
"82479","7904230","1","1","1",2,0,0,1,970000
"82480","7904231","1","1","1",2,0,0,1,1120000
"82481","7904232","1","1","1",2,0,0,1,877500
"82482","7904233","1","1","1",1,0,0,1,823333.33333
"82483","7904236","1","1","1",2,0,1,1,4854166.6667
"82484","7904238","1","1","1",1,0,0,1,760000
"82485","7904239","1","1","1",2,0,0,0,5491000
"82486","7904240","1","1","1",2,0,1,1,2485000
"82487","7904241","1","1","1",1,0,0,1,715000
"82488","7904242","1","1","1",2,0,0,1,1390000
"82489","7904243","1","1","1",1,0,0,1,650000
"82490","7904247","1","1","1",2,0,1,0,9e+06
"82491","7904248","1","1","1",2,0,0,1,21260000
"82492","7904249","1","1","1",1,0,0,0,2585000
"82493","7904250","1","1","1",2,0,0,1,931666.66667
"82494","7904250","2","1","2",1,0,0,1,5e+05
"82495","7904253","1","1","1",1,0,0,1,5e+05
"82496","7904255","1","1","1",1,0,0,1,2050000
"82497","7904256","1","1","1",1,0,0,1,1280000
"82498","7904257","1","1","1",1,0,0,1,250000
"82499","7904258","1","1","1",2,0,0,0,1056666.6667
"82500","7904259","1","1","1",1,0,0,1,61666.666667
"82501","7904260","1","1","1",2,0,1,1,4e+06
"82502","7904261","1","1","1",2,0,0,0,1003333.3333
"82503","7904262","1","1","1",2,0,0,1,2e+05
"82504","7904263","1","1","1",2,0,0,0,477500
"82505","7904264","1","1","1",2,1,0,1,1507500
"82506","7904265","1","1","1",2,1,0,1,540000
"82507","7904266","1","1","1",3,0,0,0,3708333.3333
"82508","7904267","1","1","1",2,1,0,1,450000
"82509","7904268","1","1","1",2,0,0,1,1683333.3333
"82510","7904269","1","1","1",2,0,0,1,2720000
"82511","7904270","1","1","1",3,0,1,1,14566500
"82512","7904271","1","1","1",2,0,0,1,5235000
"82513","7904272","1","1","1",2,0,0,1,968333.33333
"82514","7904273","1","1","1",2,0,1,1,2500000
"82515","7904274","1","1","1",2,0,0,1,1400000
"82516","7904276","1","1","1",2,0,0,1,1326666.6667
"82517","7904278","1","1","1",2,0,0,1,320833.33333
"82518","7904279","1","1","1",1,0,0,1,231666.66667
"82519","7904280","1","1","1",1,0,0,0,8e+05
"82520","7904281","1","1","1",1,0,0,1,1365500
"82521","7904282","1","1","1",2,0,1,1,2925000
"82522","7904283","1","1","1",1,0,0,1,366666.66667
"82523","7904284","1","1","1",1,0,0,0,1210833.3333
"82524","7904285","1","1","1",2,0,0,1,8e+05
"82525","7904286","1","1","1",2,0,0,1,3100000
"82526","7904287","1","1","1",2,0,0,1,1e+05
"82527","7904288","1","1","1",1,0,0,1,357500
"82528","7904290","1","1","1",1,0,0,1,180000
"82529","7904291","1","1","1",1,0,0,1,490000
"82530","7904292","1","1","1",1,0,0,1,250000
"82531","7904295","1","1","1",1,0,0,1,3e+06
"82532","7904296","1","1","1",1,0,0,1,2e+05
"82533","7904297","1","1","1",1,0,0,1,1728333.3333
"82534","7904300","1","1","1",1,0,0,1,590000
"82535","7904301","1","1","1",1,0,0,1,450000
"82536","7904302","1","1","1",1,0,0,1,12183333.333
"82537","7904303","1","1","1",2,0,0,1,1141666.6667
"82538","7904304","1","1","1",2,0,0,1,808333.33333
"82539","7904305","1","1","1",1,0,0,1,170000
"82540","7904306","1","1","1",2,1,1,1,7718500
"82541","7904307","1","1","1",1,0,0,1,850000
"82542","7904308","1","1","1",2,0,0,1,971666.66667
"82543","7904309","1","1","1",1,0,0,1,830000
"82544","7904310","1","1","1",1,0,0,1,6e+05
"82545","7904311","1","1","1",2,0,0,1,10400000
"82546","7904313","1","1","1",1,0,0,1,6e+05
"82547","7904316","1","1","1",2,1,0,0,6629166.6667
"82548","7904317","1","1","1",2,0,0,1,250000
"82549","7904318","1","1","1",2,0,0,1,150000
"82550","7904319","1","1","1",2,0,0,1,150000
"82551","7904320","1","1","1",2,0,0,1,250000
"82552","7904321","1","1","1",2,0,0,1,3579344
"82553","7904322","1","1","1",1,0,0,1,80000
"82554","7904323","1","1","1",1,0,0,0,433333.33333
"82555","7904324","1","1","1",2,0,0,1,575000
"82556","7904325","1","1","1",1,0,0,1,1383333.3333
"82557","7904328","1","1","1",2,0,0,1,150000
"82558","7904329","1","1","1",2,0,0,1,1500000
"82559","7904330","1","1","1",2,0,0,1,250000
"82560","7904331","1","1","1",2,0,0,1,1650000
"82561","7904332","1","1","1",1,0,0,0,1185000
"82562","7904334","1","1","1",1,0,0,1,891000
"82563","7904335","1","1","1",1,0,0,1,1010000
"82564","7904336","1","1","1",2,0,0,1,1591666.6667
"82565","7904337","1","1","1",1,0,0,1,690000
"82566","7904340","1","1","1",2,0,0,1,583333.33333
"82567","7904341","1","1","1",1,0,0,1,683333.33333
"82568","7904342","1","1","1",1,1,0,1,316666.66667
"82569","7904343","1","1","1",2,0,0,1,487500
"82570","7904344","1","1","1",1,0,0,1,1235000
"82571","7904345","1","1","1",1,0,0,1,495833.33333
"82572","7904346","1","1","1",2,0,0,1,2150000
"82573","7904347","1","1","1",2,0,0,1,650000
"82574","7904348","1","1","1",1,0,0,1,855000
"82575","7904349","1","1","1",2,0,0,1,8e+05
"82576","7904350","1","1","1",2,0,0,1,512083.33333
"82577","7904351","1","1","1",1,0,0,1,1260000
"82578","7904352","1","1","1",2,0,0,1,2790000
"82579","7904354","1","1","1",1,0,0,1,470000
"82580","7904355","1","1","1",1,0,0,1,1120000
"82581","7904357","1","1","1",2,0,0,1,450000
"82582","7904358","1","1","1",1,0,0,1,1065000
"82583","7904359","1","1","1",1,0,0,1,268600
"82584","7904361","1","1","1",2,0,0,1,1505833.3333
"82585","7904362","1","1","1",2,0,0,1,1100000
"82586","7904364","1","1","1",2,0,0,1,387500
"82587","7904365","1","1","1",2,0,0,1,251666.66667
"82588","7904366","1","1","1",2,0,0,0,7600000
"82589","7904367","1","1","1",1,0,0,1,66666.666667
"82590","7904370","1","1","1",2,0,0,0,1700000
"82591","7904371","1","1","1",2,0,0,1,150000
"82592","7904372","1","1","1",1,0,0,1,380000
"82593","7904373","1","1","1",1,0,0,1,6e+05
"82594","7904375","1","1","1",2,0,0,1,1050000
"82595","7904376","1","1","1",2,1,1,1,11541666.667
"82596","7904377","1","1","1",1,0,0,1,625000
"82597","7904378","1","1","1",2,1,0,1,129166.66667
"82598","7904379","1","1","1",1,0,0,1,980000
"82599","7904380","1","1","1",2,0,0,1,150000
"82600","7904381","1","1","1",3,1,0,1,170833.33333
"82601","7904383","1","1","1",3,0,0,1,250000
"82602","7904384","1","1","1",1,0,0,1,1050000
"82603","7904385","1","1","1",1,0,0,1,3e+05
"82604","7904386","1","1","1",3,0,1,1,8583333.3333
"82605","7904387","1","1","1",1,0,0,1,1e+06
"82606","7904388","1","1","1",2,0,0,1,630000
"82607","7904389","1","1","1",2,0,0,1,1700000
"82608","7904391","1","1","1",1,0,0,1,551500
"82609","7904392","1","1","1",1,0,0,1,840000
"82610","7904394","1","1","1",1,0,0,1,636666.66667
"82611","7904396","1","1","1",2,0,0,1,1958333.3333
"82612","7904397","1","1","1",2,0,0,1,3262500
"82613","7904398","1","1","1",1,0,0,1,4500000
"82614","7904399","1","1","1",1,0,0,1,125000
"82615","7904400","1","1","1",1,0,0,1,433333.33333
"82616","7904401","1","1","1",1,0,0,1,455000
"82617","7904402","1","1","1",2,0,0,1,3450000
"82618","7904404","1","1","1",2,0,0,1,3059000
"82619","7904405","1","1","1",1,0,0,1,7e+05
"82620","7904406","1","1","1",1,0,0,1,350000
"82621","7904407","1","1","1",1,0,0,1,1390000
"82622","7904409","1","1","1",2,0,0,1,3e+05
"82623","7904410","1","1","1",1,0,0,1,380000
"82624","7904411","1","1","1",1,0,0,1,250000
"82625","7904413","1","1","1",1,1,0,1,1005000
"82626","7904414","1","1","1",1,0,0,1,860000
"82627","7904415","1","1","1",1,1,0,1,630000
"82628","7904416","1","1","1",1,0,0,1,1e+06
"82629","7904417","1","1","1",1,1,0,1,6e+05
"82630","7904418","1","1","1",1,0,0,1,250000
"82631","7904419","1","1","1",2,0,0,1,2050000
"82632","7904420","1","1","1",1,0,0,1,7e+05
"82633","7904421","1","1","1",2,0,0,1,1500000
"82634","7904422","1","1","1",1,0,0,1,233333.33333
"82635","7904423","1","1","1",2,0,0,1,750000
"82636","7904424","1","1","1",3,0,1,1,4750000
"82637","7904425","1","1","1",2,0,0,1,1237500
"82638","7904427","1","1","1",3,0,0,1,2800000
"82639","7904428","1","1","1",1,0,0,1,4e+06
"82640","7904429","1","1","1",1,0,0,1,1350000
"82641","7904430","1","1","1",2,0,0,1,1975333.3333
"82642","7904432","1","1","1",1,0,0,1,360000
"82643","7904434","1","1","1",2,0,0,1,2217000
"82644","7904435","1","1","1",2,0,0,1,2183666.6667
"82645","7904437","1","1","1",1,0,0,1,750000
"82646","7904438","1","1","1",2,0,0,1,8e+05
"82647","7904440","1","1","1",2,0,0,1,635000
"82648","7904441","1","1","1",1,0,0,1,199666.66667
"82649","7904442","1","1","1",1,0,0,1,791666.66667
"82650","7904443","1","1","1",2,0,0,0,1e+06
"82651","7904444","1","1","1",1,0,0,1,150000
"82652","7904445","1","1","1",1,0,0,1,543333.33333
"82653","7904447","1","1","1",1,0,0,1,8e+05
"82654","7904448","1","1","1",1,0,0,1,430000
"82655","7904449","1","1","1",1,1,0,1,4157833.3333
"82656","7904450","1","1","1",2,0,0,1,1150000
"82657","7904451","1","1","1",1,0,0,1,1053333.3333
"82658","7904454","1","1","1",1,0,0,1,466666.66667
"82659","7904456","1","1","1",1,0,0,0,580000
"82660","7904457","1","1","1",1,0,0,1,317083.33333
"82661","7904459","1","1","1",2,0,1,1,2930000
"82662","7904460","1","1","1",2,0,0,1,1800000
"82663","7904461","1","1","1",1,0,0,1,360000
"82664","7904462","1","1","1",1,1,0,0,21750000
"82665","7904463","1","1","1",1,0,0,1,7e+05
"82666","7904464","1","1","1",1,1,0,0,221666.66667
"82667","7904465","1","1","1",1,0,0,0,1300000
"82668","7904466","1","1","1",1,0,0,0,1e+05
"82669","7904468","1","1","1",1,0,0,0,2005000
"82670","7904471","1","1","1",2,0,0,1,9e+05
"82671","7904477","1","1","1",1,0,0,1,690000
"82672","7904478","1","1","1",1,0,0,1,792500
"82673","7904481","1","1","1",2,1,0,0,1590000
"82674","7904482","1","1","1",1,0,0,1,875000
"82675","7904484","1","1","1",2,0,0,1,1e+06
"82676","7904486","1","1","1",1,1,0,1,330000
"82677","7904487","1","1","1",2,0,0,1,925000
"82678","7904488","1","1","1",1,0,0,0,1179333.3333
"82679","7904489","1","1","1",1,0,0,1,5461666.6667
"82680","7904491","1","1","1",2,1,0,0,650000
"82681","7904492","1","1","1",1,0,0,1,2030000
"82682","7904495","1","1","1",2,0,0,1,1210000
"82683","7904496","1","1","1",3,0,0,1,3025000
"82684","7904498","1","1","1",2,0,0,1,1250000
"82685","7904499","1","1","1",1,0,0,1,666666.66667
"82686","7904501","1","1","1",1,0,0,0,1441666.6667
"82687","7904502","1","1","1",3,0,0,0,3795833.3333
"82688","7904503","1","1","1",2,1,0,1,11400000
"82689","7904504","1","1","1",2,0,0,1,1433333.3333
"82690","7904506","1","1","1",2,0,0,1,8633333.3333
"82691","7904508","1","1","1",3,0,0,0,10816666.667
"82692","7904510","1","1","1",1,0,0,0,1095000
"82693","7904511","1","1","1",1,0,0,1,116666.66667
"82694","7904512","1","1","1",2,0,0,1,1097500
"82695","7904513","1","1","1",1,0,0,1,515000
"82696","7904516","1","1","1",2,0,0,0,2283666.6667
"82697","7904517","1","1","1",1,0,0,1,770000
"82698","7904518","1","1","1",1,0,0,1,560000
"82699","7904519","1","1","1",1,0,0,1,1116666.6667
"82700","7904521","1","1","1",1,0,0,1,1e+05
"82701","7904522","1","1","1",1,0,0,1,1547000
"82702","7904523","1","1","1",2,0,1,1,4012922
"82703","7904525","1","1","1",2,0,0,1,2100000
"82704","7904526","1","1","1",1,0,0,0,758250
"82705","7904528","1","1","1",2,0,0,0,2050000
"82706","7904529","1","1","1",1,0,1,1,4113333.3333
"82707","7904531","1","1","1",2,0,0,1,1300000
"82708","7904532","1","1","1",2,1,1,1,10500000
"82709","7904533","1","1","1",3,1,1,1,68816000
"82710","7904534","1","1","1",3,0,0,1,9533333.3333
"82711","7904540","1","1","1",2,0,1,0,14400000
"82712","7904542","1","1","1",1,0,0,1,1122588.6667
"82713","7904548","1","1","1",2,0,0,1,1218333.3333
"82714","7904552","1","1","1",2,1,0,1,166666.66667
"82715","7904553","1","1","1",2,0,0,1,1213333.3333
"82716","7904555","1","1","1",1,0,0,1,90000
"82717","7904556","1","1","1",2,0,0,1,1e+05
